Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-04-03,,-1,Overleden,0,35
2021-04-03,,-1,Totaal,20,4790
2021-04-03,,-1,Ziekenhuisopname,0,124
2021-04-03,Groningen,20,Overleden,3,209
2021-04-03,Groningen,20,Totaal,156,27613
2021-04-03,Groningen,20,Ziekenhuisopname,2,303
2021-04-03,Friesland,21,Overleden,0,448
2021-04-03,Friesland,21,Totaal,237,33516
2021-04-03,Friesland,21,Ziekenhuisopname,2,419
2021-04-03,Drenthe,22,Overleden,2,326
2021-04-03,Drenthe,22,Totaal,141,27199
2021-04-03,Drenthe,22,Ziekenhuisopname,2,444
2021-04-03,Overijssel,23,Overleden,0,1074
2021-04-03,Overijssel,23,Totaal,407,86424
2021-04-03,Overijssel,23,Ziekenhuisopname,1,1214
2021-04-03,Flevoland,24,Overleden,0,226
2021-04-03,Flevoland,24,Totaal,139,29554
2021-04-03,Flevoland,24,Ziekenhuisopname,0,577
2021-04-03,Gelderland,25,Overleden,5,1902
2021-04-03,Gelderland,25,Totaal,836,143368
2021-04-03,Gelderland,25,Ziekenhuisopname,5,2698
2021-04-03,Utrecht,26,Overleden,2,1195
2021-04-03,Utrecht,26,Totaal,480,101080
2021-04-03,Utrecht,26,Ziekenhuisopname,3,2228
2021-04-03,Noord-Holland,27,Overleden,3,2427
2021-04-03,Noord-Holland,27,Totaal,1174,224163
2021-04-03,Noord-Holland,27,Ziekenhuisopname,10,4124
2021-04-03,Zuid-Holland,28,Overleden,7,4010
2021-04-03,Zuid-Holland,28,Totaal,1889,306132
2021-04-03,Zuid-Holland,28,Ziekenhuisopname,35,6927
2021-04-03,Zeeland,29,Overleden,0,222
2021-04-03,Zeeland,29,Totaal,136,21313
2021-04-03,Zeeland,29,Ziekenhuisopname,0,608
2021-04-03,Noord-Brabant,30,Overleden,2,2995
2021-04-03,Noord-Brabant,30,Totaal,1371,203493
2021-04-03,Noord-Brabant,30,Ziekenhuisopname,3,4506
2021-04-03,Limburg,31,Overleden,6,1521
2021-04-03,Limburg,31,Totaal,637,84409
2021-04-03,Limburg,31,Ziekenhuisopname,3,2345
