Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-01-26,,-1,Overleden,0,31
2021-01-26,,-1,Totaal,-13,3617
2021-01-26,,-1,Ziekenhuisopname,0,107
2021-01-26,Groningen,20,Overleden,0,131
2021-01-26,Groningen,20,Totaal,76,18516
2021-01-26,Groningen,20,Ziekenhuisopname,1,212
2021-01-26,Friesland,21,Overleden,4,246
2021-01-26,Friesland,21,Totaal,174,20566
2021-01-26,Friesland,21,Ziekenhuisopname,3,284
2021-01-26,Drenthe,22,Overleden,1,235
2021-01-26,Drenthe,22,Totaal,76,17931
2021-01-26,Drenthe,22,Ziekenhuisopname,0,314
2021-01-26,Overijssel,23,Overleden,10,919
2021-01-26,Overijssel,23,Totaal,269,68286
2021-01-26,Overijssel,23,Ziekenhuisopname,2,1032
2021-01-26,Flevoland,24,Overleden,3,192
2021-01-26,Flevoland,24,Totaal,63,23305
2021-01-26,Flevoland,24,Ziekenhuisopname,0,488
2021-01-26,Gelderland,25,Overleden,14,1607
2021-01-26,Gelderland,25,Totaal,455,109343
2021-01-26,Gelderland,25,Ziekenhuisopname,1,2411
2021-01-26,Utrecht,26,Overleden,4,999
2021-01-26,Utrecht,26,Totaal,225,77427
2021-01-26,Utrecht,26,Ziekenhuisopname,8,1817
2021-01-26,Noord-Holland,27,Overleden,13,1955
2021-01-26,Noord-Holland,27,Totaal,829,161358
2021-01-26,Noord-Holland,27,Ziekenhuisopname,12,3381
2021-01-26,Zuid-Holland,28,Overleden,22,3302
2021-01-26,Zuid-Holland,28,Totaal,720,231032
2021-01-26,Zuid-Holland,28,Ziekenhuisopname,30,5508
2021-01-26,Zeeland,29,Overleden,2,153
2021-01-26,Zeeland,29,Totaal,78,13853
2021-01-26,Zeeland,29,Ziekenhuisopname,0,384
2021-01-26,Noord-Brabant,30,Overleden,7,2615
2021-01-26,Noord-Brabant,30,Totaal,620,148435
2021-01-26,Noord-Brabant,30,Ziekenhuisopname,8,4046
2021-01-26,Limburg,31,Overleden,6,1270
2021-01-26,Limburg,31,Totaal,340,61530
2021-01-26,Limburg,31,Ziekenhuisopname,5,2110
