Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-01-19,,-1,Overleden,-1,32
2021-01-19,,-1,Totaal,21,3717
2021-01-19,,-1,Ziekenhuisopname,-1,110
2021-01-19,Groningen,20,Overleden,6,122
2021-01-19,Groningen,20,Totaal,132,17429
2021-01-19,Groningen,20,Ziekenhuisopname,1,204
2021-01-19,Friesland,21,Overleden,5,223
2021-01-19,Friesland,21,Totaal,201,19152
2021-01-19,Friesland,21,Ziekenhuisopname,2,271
2021-01-19,Drenthe,22,Overleden,6,218
2021-01-19,Drenthe,22,Totaal,103,17081
2021-01-19,Drenthe,22,Ziekenhuisopname,0,302
2021-01-19,Overijssel,23,Overleden,13,883
2021-01-19,Overijssel,23,Totaal,394,65434
2021-01-19,Overijssel,23,Ziekenhuisopname,14,1007
2021-01-19,Flevoland,24,Overleden,4,182
2021-01-19,Flevoland,24,Totaal,108,22655
2021-01-19,Flevoland,24,Ziekenhuisopname,2,481
2021-01-19,Gelderland,25,Overleden,19,1533
2021-01-19,Gelderland,25,Totaal,594,105134
2021-01-19,Gelderland,25,Ziekenhuisopname,8,2374
2021-01-19,Utrecht,26,Overleden,2,983
2021-01-19,Utrecht,26,Totaal,223,75220
2021-01-19,Utrecht,26,Ziekenhuisopname,4,1762
2021-01-19,Noord-Holland,27,Overleden,9,1896
2021-01-19,Noord-Holland,27,Totaal,719,155461
2021-01-19,Noord-Holland,27,Ziekenhuisopname,10,3311
2021-01-19,Zuid-Holland,28,Overleden,19,3153
2021-01-19,Zuid-Holland,28,Totaal,606,224398
2021-01-19,Zuid-Holland,28,Ziekenhuisopname,40,5316
2021-01-19,Zeeland,29,Overleden,0,149
2021-01-19,Zeeland,29,Totaal,88,13031
2021-01-19,Zeeland,29,Ziekenhuisopname,2,359
2021-01-19,Noord-Brabant,30,Overleden,13,2556
2021-01-19,Noord-Brabant,30,Totaal,655,142873
2021-01-19,Noord-Brabant,30,Ziekenhuisopname,14,3987
2021-01-19,Limburg,31,Overleden,11,1222
2021-01-19,Limburg,31,Totaal,424,58415
2021-01-19,Limburg,31,Ziekenhuisopname,3,2074
