Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-07-07,,-1,Overleden,0,18
2020-07-07,,-1,Totaal,-1,492
2020-07-07,,-1,Ziekenhuisopname,0,61
2020-07-07,Groningen,20,Overleden,0,17
2020-07-07,Groningen,20,Totaal,0,364
2020-07-07,Groningen,20,Ziekenhuisopname,0,74
2020-07-07,Friesland,21,Overleden,0,69
2020-07-07,Friesland,21,Totaal,0,635
2020-07-07,Friesland,21,Ziekenhuisopname,0,130
2020-07-07,Drenthe,22,Overleden,0,41
2020-07-07,Drenthe,22,Totaal,0,531
2020-07-07,Drenthe,22,Ziekenhuisopname,0,117
2020-07-07,Overijssel,23,Overleden,0,310
2020-07-07,Overijssel,23,Totaal,4,3115
2020-07-07,Overijssel,23,Ziekenhuisopname,0,548
2020-07-07,Flevoland,24,Overleden,0,92
2020-07-07,Flevoland,24,Totaal,0,988
2020-07-07,Flevoland,24,Ziekenhuisopname,0,266
2020-07-07,Gelderland,25,Overleden,0,686
2020-07-07,Gelderland,25,Totaal,1,6495
2020-07-07,Gelderland,25,Ziekenhuisopname,1,1512
2020-07-07,Utrecht,26,Overleden,1,429
2020-07-07,Utrecht,26,Totaal,3,4058
2020-07-07,Utrecht,26,Ziekenhuisopname,1,881
2020-07-07,Noord-Holland,27,Overleden,0,816
2020-07-07,Noord-Holland,27,Totaal,7,7324
2020-07-07,Noord-Holland,27,Ziekenhuisopname,0,1637
2020-07-07,Zuid-Holland,28,Overleden,3,1300
2020-07-07,Zuid-Holland,28,Totaal,10,11422
2020-07-07,Zuid-Holland,28,Ziekenhuisopname,0,2186
2020-07-07,Zeeland,29,Overleden,0,69
2020-07-07,Zeeland,29,Totaal,0,739
2020-07-07,Zeeland,29,Ziekenhuisopname,0,150
2020-07-07,Noord-Brabant,30,Overleden,0,1536
2020-07-07,Noord-Brabant,30,Totaal,12,9653
2020-07-07,Noord-Brabant,30,Ziekenhuisopname,0,2762
2020-07-07,Limburg,31,Overleden,0,749
2020-07-07,Limburg,31,Totaal,1,4878
2020-07-07,Limburg,31,Ziekenhuisopname,0,1562
