Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-11-08,,-1,Overleden,0,26
2020-11-08,,-1,Totaal,13,2583
2020-11-08,,-1,Ziekenhuisopname,1,93
2020-11-08,Groningen,20,Overleden,1,40
2020-11-08,Groningen,20,Totaal,65,6646
2020-11-08,Groningen,20,Ziekenhuisopname,1,130
2020-11-08,Friesland,21,Overleden,0,93
2020-11-08,Friesland,21,Totaal,76,6561
2020-11-08,Friesland,21,Ziekenhuisopname,1,179
2020-11-08,Drenthe,22,Overleden,0,87
2020-11-08,Drenthe,22,Totaal,92,5971
2020-11-08,Drenthe,22,Ziekenhuisopname,1,185
2020-11-08,Overijssel,23,Overleden,4,445
2020-11-08,Overijssel,23,Totaal,432,23590
2020-11-08,Overijssel,23,Ziekenhuisopname,5,655
2020-11-08,Flevoland,24,Overleden,1,117
2020-11-08,Flevoland,24,Totaal,147,7713
2020-11-08,Flevoland,24,Ziekenhuisopname,3,360
2020-11-08,Gelderland,25,Overleden,3,894
2020-11-08,Gelderland,25,Totaal,642,39788
2020-11-08,Gelderland,25,Ziekenhuisopname,16,1900
2020-11-08,Utrecht,26,Overleden,2,566
2020-11-08,Utrecht,26,Totaal,458,35069
2020-11-08,Utrecht,26,Ziekenhuisopname,12,1265
2020-11-08,Noord-Holland,27,Overleden,17,1106
2020-11-08,Noord-Holland,27,Totaal,889,76060
2020-11-08,Noord-Holland,27,Ziekenhuisopname,14,2515
2020-11-08,Zuid-Holland,28,Overleden,7,1909
2020-11-08,Zuid-Holland,28,Totaal,1510,119097
2020-11-08,Zuid-Holland,28,Ziekenhuisopname,33,3531
2020-11-08,Zeeland,29,Overleden,0,83
2020-11-08,Zeeland,29,Totaal,94,4410
2020-11-08,Zeeland,29,Ziekenhuisopname,2,186
2020-11-08,Noord-Brabant,30,Overleden,6,1819
2020-11-08,Noord-Brabant,30,Totaal,918,63970
2020-11-08,Noord-Brabant,30,Ziekenhuisopname,4,3229
2020-11-08,Limburg,31,Overleden,3,819
2020-11-08,Limburg,31,Totaal,328,18607
2020-11-08,Limburg,31,Ziekenhuisopname,1,1708
