Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-05-21,,-1,Overleden,0,17
2020-05-21,,-1,Totaal,27,409
2020-05-21,,-1,Ziekenhuisopname,0,63
2020-05-21,Groningen,20,Overleden,0,15
2020-05-21,Groningen,20,Totaal,2,346
2020-05-21,Groningen,20,Ziekenhuisopname,0,74
2020-05-21,Friesland,21,Overleden,0,60
2020-05-21,Friesland,21,Totaal,2,602
2020-05-21,Friesland,21,Ziekenhuisopname,0,128
2020-05-21,Drenthe,22,Overleden,0,40
2020-05-21,Drenthe,22,Totaal,0,501
2020-05-21,Drenthe,22,Ziekenhuisopname,0,116
2020-05-21,Overijssel,23,Overleden,1,299
2020-05-21,Overijssel,23,Totaal,8,2927
2020-05-21,Overijssel,23,Ziekenhuisopname,0,545
2020-05-21,Flevoland,24,Overleden,0,82
2020-05-21,Flevoland,24,Totaal,5,893
2020-05-21,Flevoland,24,Ziekenhuisopname,0,263
2020-05-21,Gelderland,25,Overleden,2,656
2020-05-21,Gelderland,25,Totaal,20,5615
2020-05-21,Gelderland,25,Ziekenhuisopname,1,1475
2020-05-21,Utrecht,26,Overleden,1,396
2020-05-21,Utrecht,26,Totaal,25,3397
2020-05-21,Utrecht,26,Ziekenhuisopname,1,855
2020-05-21,Noord-Holland,27,Overleden,4,774
2020-05-21,Noord-Holland,27,Totaal,32,6509
2020-05-21,Noord-Holland,27,Ziekenhuisopname,0,1603
2020-05-21,Zuid-Holland,28,Overleden,15,1171
2020-05-21,Zuid-Holland,28,Totaal,87,9554
2020-05-21,Zuid-Holland,28,Ziekenhuisopname,10,2093
2020-05-21,Zeeland,29,Overleden,0,63
2020-05-21,Zeeland,29,Totaal,8,651
2020-05-21,Zeeland,29,Ziekenhuisopname,0,150
2020-05-21,Noord-Brabant,30,Overleden,1,1489
2020-05-21,Noord-Brabant,30,Totaal,21,8742
2020-05-21,Noord-Brabant,30,Ziekenhuisopname,0,2735
2020-05-21,Limburg,31,Overleden,3,713
2020-05-21,Limburg,31,Totaal,16,4554
2020-05-21,Limburg,31,Ziekenhuisopname,1,1540
