Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-03-11,,-1,Overleden,,
2020-03-11,,-1,Totaal,4,6
2020-03-11,,-1,Ziekenhuisopname,,
2020-03-11,Groningen,20,Overleden,,
2020-03-11,Groningen,20,Totaal,0,0
2020-03-11,Groningen,20,Ziekenhuisopname,,
2020-03-11,Friesland,21,Overleden,,
2020-03-11,Friesland,21,Totaal,1,3
2020-03-11,Friesland,21,Ziekenhuisopname,,
2020-03-11,Drenthe,22,Overleden,,
2020-03-11,Drenthe,22,Totaal,0,12
2020-03-11,Drenthe,22,Ziekenhuisopname,,
2020-03-11,Overijssel,23,Overleden,,
2020-03-11,Overijssel,23,Totaal,2,12
2020-03-11,Overijssel,23,Ziekenhuisopname,,
2020-03-11,Flevoland,24,Overleden,,
2020-03-11,Flevoland,24,Totaal,1,3
2020-03-11,Flevoland,24,Ziekenhuisopname,,
2020-03-11,Gelderland,25,Overleden,,
2020-03-11,Gelderland,25,Totaal,6,36
2020-03-11,Gelderland,25,Ziekenhuisopname,,
2020-03-11,Utrecht,26,Overleden,,
2020-03-11,Utrecht,26,Totaal,12,67
2020-03-11,Utrecht,26,Ziekenhuisopname,,
2020-03-11,Noord-Holland,27,Overleden,,
2020-03-11,Noord-Holland,27,Totaal,5,35
2020-03-11,Noord-Holland,27,Ziekenhuisopname,,
2020-03-11,Zuid-Holland,28,Overleden,,
2020-03-11,Zuid-Holland,28,Totaal,10,57
2020-03-11,Zuid-Holland,28,Ziekenhuisopname,,
2020-03-11,Zeeland,29,Overleden,,
2020-03-11,Zeeland,29,Totaal,3,6
2020-03-11,Zeeland,29,Ziekenhuisopname,,
2020-03-11,Noord-Brabant,30,Overleden,,
2020-03-11,Noord-Brabant,30,Totaal,61,218
2020-03-11,Noord-Brabant,30,Ziekenhuisopname,,
2020-03-11,Limburg,31,Overleden,,
2020-03-11,Limburg,31,Totaal,16,48
2020-03-11,Limburg,31,Ziekenhuisopname,,
