Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-11-30,,-1,Overleden,-1,27
2020-11-30,,-1,Totaal,-8,2984
2020-11-30,,-1,Ziekenhuisopname,1,108
2020-11-30,Groningen,20,Overleden,0,48
2020-11-30,Groningen,20,Totaal,98,8516
2020-11-30,Groningen,20,Ziekenhuisopname,2,146
2020-11-30,Friesland,21,Overleden,1,131
2020-11-30,Friesland,21,Totaal,112,8691
2020-11-30,Friesland,21,Ziekenhuisopname,1,203
2020-11-30,Drenthe,22,Overleden,0,112
2020-11-30,Drenthe,22,Totaal,72,7807
2020-11-30,Drenthe,22,Ziekenhuisopname,2,206
2020-11-30,Overijssel,23,Overleden,1,534
2020-11-30,Overijssel,23,Totaal,504,31652
2020-11-30,Overijssel,23,Ziekenhuisopname,4,739
2020-11-30,Flevoland,24,Overleden,0,137
2020-11-30,Flevoland,24,Totaal,156,11152
2020-11-30,Flevoland,24,Ziekenhuisopname,-1,389
2020-11-30,Gelderland,25,Overleden,2,1053
2020-11-30,Gelderland,25,Totaal,451,52188
2020-11-30,Gelderland,25,Ziekenhuisopname,1,2028
2020-11-30,Utrecht,26,Overleden,0,680
2020-11-30,Utrecht,26,Totaal,381,44126
2020-11-30,Utrecht,26,Ziekenhuisopname,8,1420
2020-11-30,Noord-Holland,27,Overleden,1,1287
2020-11-30,Noord-Holland,27,Totaal,711,94432
2020-11-30,Noord-Holland,27,Ziekenhuisopname,9,2740
2020-11-30,Zuid-Holland,28,Overleden,15,2343
2020-11-30,Zuid-Holland,28,Totaal,958,147470
2020-11-30,Zuid-Holland,28,Ziekenhuisopname,15,4163
2020-11-30,Zeeland,29,Overleden,0,101
2020-11-30,Zeeland,29,Totaal,51,6266
2020-11-30,Zeeland,29,Ziekenhuisopname,0,233
2020-11-30,Noord-Brabant,30,Overleden,5,2039
2020-11-30,Noord-Brabant,30,Totaal,761,83071
2020-11-30,Noord-Brabant,30,Ziekenhuisopname,8,3465
2020-11-30,Limburg,31,Overleden,3,884
2020-11-30,Limburg,31,Totaal,321,25123
2020-11-30,Limburg,31,Ziekenhuisopname,2,1778
