Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-01-23,,-1,Overleden,0,31
2021-01-23,,-1,Totaal,-3,3643
2021-01-23,,-1,Ziekenhuisopname,0,108
2021-01-23,Groningen,20,Overleden,0,131
2021-01-23,Groningen,20,Totaal,148,18175
2021-01-23,Groningen,20,Ziekenhuisopname,0,207
2021-01-23,Friesland,21,Overleden,5,239
2021-01-23,Friesland,21,Totaal,169,19991
2021-01-23,Friesland,21,Ziekenhuisopname,3,279
2021-01-23,Drenthe,22,Overleden,4,231
2021-01-23,Drenthe,22,Totaal,107,17619
2021-01-23,Drenthe,22,Ziekenhuisopname,2,309
2021-01-23,Overijssel,23,Overleden,7,908
2021-01-23,Overijssel,23,Totaal,423,67254
2021-01-23,Overijssel,23,Ziekenhuisopname,1,1027
2021-01-23,Flevoland,24,Overleden,3,188
2021-01-23,Flevoland,24,Totaal,99,23058
2021-01-23,Flevoland,24,Ziekenhuisopname,0,487
2021-01-23,Gelderland,25,Overleden,12,1585
2021-01-23,Gelderland,25,Totaal,686,107873
2021-01-23,Gelderland,25,Ziekenhuisopname,6,2403
2021-01-23,Utrecht,26,Overleden,2,992
2021-01-23,Utrecht,26,Totaal,389,76693
2021-01-23,Utrecht,26,Ziekenhuisopname,11,1794
2021-01-23,Noord-Holland,27,Overleden,7,1932
2021-01-23,Noord-Holland,27,Totaal,980,159169
2021-01-23,Noord-Holland,27,Ziekenhuisopname,17,3350
2021-01-23,Zuid-Holland,28,Overleden,24,3260
2021-01-23,Zuid-Holland,28,Totaal,866,228643
2021-01-23,Zuid-Holland,28,Ziekenhuisopname,25,5426
2021-01-23,Zeeland,29,Overleden,0,151
2021-01-23,Zeeland,29,Totaal,161,13575
2021-01-23,Zeeland,29,Ziekenhuisopname,0,361
2021-01-23,Noord-Brabant,30,Overleden,7,2600
2021-01-23,Noord-Brabant,30,Totaal,847,146350
2021-01-23,Noord-Brabant,30,Ziekenhuisopname,8,4020
2021-01-23,Limburg,31,Overleden,17,1252
2021-01-23,Limburg,31,Totaal,528,60358
2021-01-23,Limburg,31,Ziekenhuisopname,3,2091
