Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-05-17,,-1,Overleden,0,17
2020-05-17,,-1,Totaal,2,367
2020-05-17,,-1,Ziekenhuisopname,0,63
2020-05-17,Groningen,20,Overleden,0,15
2020-05-17,Groningen,20,Totaal,0,344
2020-05-17,Groningen,20,Ziekenhuisopname,0,74
2020-05-17,Friesland,21,Overleden,0,60
2020-05-17,Friesland,21,Totaal,1,597
2020-05-17,Friesland,21,Ziekenhuisopname,0,128
2020-05-17,Drenthe,22,Overleden,0,40
2020-05-17,Drenthe,22,Totaal,0,498
2020-05-17,Drenthe,22,Ziekenhuisopname,0,116
2020-05-17,Overijssel,23,Overleden,0,293
2020-05-17,Overijssel,23,Totaal,4,2904
2020-05-17,Overijssel,23,Ziekenhuisopname,0,545
2020-05-17,Flevoland,24,Overleden,0,82
2020-05-17,Flevoland,24,Totaal,6,879
2020-05-17,Flevoland,24,Ziekenhuisopname,1,263
2020-05-17,Gelderland,25,Overleden,1,647
2020-05-17,Gelderland,25,Totaal,26,5545
2020-05-17,Gelderland,25,Ziekenhuisopname,4,1449
2020-05-17,Utrecht,26,Overleden,2,391
2020-05-17,Utrecht,26,Totaal,16,3327
2020-05-17,Utrecht,26,Ziekenhuisopname,-1,849
2020-05-17,Noord-Holland,27,Overleden,5,766
2020-05-17,Noord-Holland,27,Totaal,14,6415
2020-05-17,Noord-Holland,27,Ziekenhuisopname,2,1591
2020-05-17,Zuid-Holland,28,Overleden,0,1125
2020-05-17,Zuid-Holland,28,Totaal,36,9309
2020-05-17,Zuid-Holland,28,Ziekenhuisopname,6,2064
2020-05-17,Zeeland,29,Overleden,0,62
2020-05-17,Zeeland,29,Totaal,1,635
2020-05-17,Zeeland,29,Ziekenhuisopname,0,150
2020-05-17,Noord-Brabant,30,Overleden,0,1478
2020-05-17,Noord-Brabant,30,Totaal,11,8655
2020-05-17,Noord-Brabant,30,Ziekenhuisopname,2,2724
2020-05-17,Limburg,31,Overleden,2,704
2020-05-17,Limburg,31,Totaal,8,4520
2020-05-17,Limburg,31,Ziekenhuisopname,1,1536
