Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-10-10,,-1,Overleden,0,18
2020-10-10,,-1,Totaal,61,1388
2020-10-10,,-1,Ziekenhuisopname,2,79
2020-10-10,Groningen,20,Overleden,1,22
2020-10-10,Groningen,20,Totaal,110,2981
2020-10-10,Groningen,20,Ziekenhuisopname,4,87
2020-10-10,Friesland,21,Overleden,1,72
2020-10-10,Friesland,21,Totaal,114,2571
2020-10-10,Friesland,21,Ziekenhuisopname,1,149
2020-10-10,Drenthe,22,Overleden,0,60
2020-10-10,Drenthe,22,Totaal,160,1966
2020-10-10,Drenthe,22,Ziekenhuisopname,7,137
2020-10-10,Overijssel,23,Overleden,4,351
2020-10-10,Overijssel,23,Totaal,336,7504
2020-10-10,Overijssel,23,Ziekenhuisopname,1,583
2020-10-10,Flevoland,24,Overleden,0,101
2020-10-10,Flevoland,24,Totaal,117,3011
2020-10-10,Flevoland,24,Ziekenhuisopname,3,303
2020-10-10,Gelderland,25,Overleden,2,714
2020-10-10,Gelderland,25,Totaal,634,16130
2020-10-10,Gelderland,25,Ziekenhuisopname,6,1618
2020-10-10,Utrecht,26,Overleden,1,457
2020-10-10,Utrecht,26,Totaal,614,13992
2020-10-10,Utrecht,26,Ziekenhuisopname,0,997
2020-10-10,Noord-Holland,27,Overleden,3,892
2020-10-10,Noord-Holland,27,Totaal,1204,34055
2020-10-10,Noord-Holland,27,Ziekenhuisopname,4,1980
2020-10-10,Zuid-Holland,28,Overleden,6,1457
2020-10-10,Zuid-Holland,28,Totaal,1751,50696
2020-10-10,Zuid-Holland,28,Ziekenhuisopname,11,2690
2020-10-10,Zeeland,29,Overleden,0,72
2020-10-10,Zeeland,29,Totaal,43,1770
2020-10-10,Zeeland,29,Ziekenhuisopname,3,158
2020-10-10,Noord-Brabant,30,Overleden,5,1582
2020-10-10,Noord-Brabant,30,Totaal,1089,24078
2020-10-10,Noord-Brabant,30,Ziekenhuisopname,7,2871
2020-10-10,Limburg,31,Overleden,0,769
2020-10-10,Limburg,31,Totaal,266,8138
2020-10-10,Limburg,31,Ziekenhuisopname,0,1596
