Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-08-18,,-1,Overleden,0,18
2020-08-18,,-1,Totaal,1,588
2020-08-18,,-1,Ziekenhuisopname,0,66
2020-08-18,Groningen,20,Overleden,0,17
2020-08-18,Groningen,20,Totaal,11,520
2020-08-18,Groningen,20,Ziekenhuisopname,0,74
2020-08-18,Friesland,21,Overleden,0,69
2020-08-18,Friesland,21,Totaal,12,755
2020-08-18,Friesland,21,Ziekenhuisopname,0,130
2020-08-18,Drenthe,22,Overleden,0,41
2020-08-18,Drenthe,22,Totaal,1,586
2020-08-18,Drenthe,22,Ziekenhuisopname,0,119
2020-08-18,Overijssel,23,Overleden,0,311
2020-08-18,Overijssel,23,Totaal,15,3343
2020-08-18,Overijssel,23,Ziekenhuisopname,0,548
2020-08-18,Flevoland,24,Overleden,0,93
2020-08-18,Flevoland,24,Totaal,7,1176
2020-08-18,Flevoland,24,Ziekenhuisopname,0,273
2020-08-18,Gelderland,25,Overleden,0,685
2020-08-18,Gelderland,25,Totaal,21,6991
2020-08-18,Gelderland,25,Ziekenhuisopname,0,1514
2020-08-18,Utrecht,26,Overleden,0,432
2020-08-18,Utrecht,26,Totaal,23,4977
2020-08-18,Utrecht,26,Ziekenhuisopname,0,893
2020-08-18,Noord-Holland,27,Overleden,2,822
2020-08-18,Noord-Holland,27,Totaal,157,10674
2020-08-18,Noord-Holland,27,Ziekenhuisopname,1,1674
2020-08-18,Zuid-Holland,28,Overleden,0,1318
2020-08-18,Zuid-Holland,28,Totaal,160,16989
2020-08-18,Zuid-Holland,28,Ziekenhuisopname,3,2256
2020-08-18,Zeeland,29,Overleden,0,69
2020-08-18,Zeeland,29,Totaal,3,971
2020-08-18,Zeeland,29,Ziekenhuisopname,0,152
2020-08-18,Noord-Brabant,30,Overleden,1,1546
2020-08-18,Noord-Brabant,30,Totaal,67,11264
2020-08-18,Noord-Brabant,30,Ziekenhuisopname,0,2775
2020-08-18,Limburg,31,Overleden,0,754
2020-08-18,Limburg,31,Totaal,11,5139
2020-08-18,Limburg,31,Ziekenhuisopname,0,1568
