Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-03-04,,-1,Overleden,,
2020-03-04,,-1,Totaal,1,1
2020-03-04,,-1,Ziekenhuisopname,,
2020-03-04,Groningen,20,Overleden,,
2020-03-04,Groningen,20,Totaal,0,0
2020-03-04,Groningen,20,Ziekenhuisopname,,
2020-03-04,Friesland,21,Overleden,,
2020-03-04,Friesland,21,Totaal,0,0
2020-03-04,Friesland,21,Ziekenhuisopname,,
2020-03-04,Drenthe,22,Overleden,,
2020-03-04,Drenthe,22,Totaal,0,2
2020-03-04,Drenthe,22,Ziekenhuisopname,,
2020-03-04,Overijssel,23,Overleden,,
2020-03-04,Overijssel,23,Totaal,0,0
2020-03-04,Overijssel,23,Ziekenhuisopname,,
2020-03-04,Flevoland,24,Overleden,,
2020-03-04,Flevoland,24,Totaal,0,0
2020-03-04,Flevoland,24,Ziekenhuisopname,,
2020-03-04,Gelderland,25,Overleden,,
2020-03-04,Gelderland,25,Totaal,1,1
2020-03-04,Gelderland,25,Ziekenhuisopname,,
2020-03-04,Utrecht,26,Overleden,,
2020-03-04,Utrecht,26,Totaal,0,3
2020-03-04,Utrecht,26,Ziekenhuisopname,,
2020-03-04,Noord-Holland,27,Overleden,,
2020-03-04,Noord-Holland,27,Totaal,3,7
2020-03-04,Noord-Holland,27,Ziekenhuisopname,,
2020-03-04,Zuid-Holland,28,Overleden,,
2020-03-04,Zuid-Holland,28,Totaal,4,7
2020-03-04,Zuid-Holland,28,Ziekenhuisopname,,
2020-03-04,Zeeland,29,Overleden,,
2020-03-04,Zeeland,29,Totaal,0,0
2020-03-04,Zeeland,29,Ziekenhuisopname,,
2020-03-04,Noord-Brabant,30,Overleden,,
2020-03-04,Noord-Brabant,30,Totaal,5,17
2020-03-04,Noord-Brabant,30,Ziekenhuisopname,,
2020-03-04,Limburg,31,Overleden,,
2020-03-04,Limburg,31,Totaal,0,0
2020-03-04,Limburg,31,Ziekenhuisopname,,
