Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-12-08,,-1,Overleden,0,29
2020-12-08,,-1,Totaal,36,3113
2020-12-08,,-1,Ziekenhuisopname,0,111
2020-12-08,Groningen,20,Overleden,1,55
2020-12-08,Groningen,20,Totaal,165,9609
2020-12-08,Groningen,20,Ziekenhuisopname,2,152
2020-12-08,Friesland,21,Overleden,0,142
2020-12-08,Friesland,21,Totaal,124,9653
2020-12-08,Friesland,21,Ziekenhuisopname,1,212
2020-12-08,Drenthe,22,Overleden,0,116
2020-12-08,Drenthe,22,Totaal,71,8447
2020-12-08,Drenthe,22,Ziekenhuisopname,2,216
2020-12-08,Overijssel,23,Overleden,5,561
2020-12-08,Overijssel,23,Totaal,526,34979
2020-12-08,Overijssel,23,Ziekenhuisopname,1,760
2020-12-08,Flevoland,24,Overleden,1,147
2020-12-08,Flevoland,24,Totaal,214,12675
2020-12-08,Flevoland,24,Ziekenhuisopname,2,402
2020-12-08,Gelderland,25,Overleden,10,1101
2020-12-08,Gelderland,25,Totaal,640,57956
2020-12-08,Gelderland,25,Ziekenhuisopname,10,2068
2020-12-08,Utrecht,26,Overleden,8,732
2020-12-08,Utrecht,26,Totaal,570,48252
2020-12-08,Utrecht,26,Ziekenhuisopname,7,1480
2020-12-08,Noord-Holland,27,Overleden,19,1350
2020-12-08,Noord-Holland,27,Totaal,885,101738
2020-12-08,Noord-Holland,27,Ziekenhuisopname,5,2806
2020-12-08,Zuid-Holland,28,Overleden,12,2428
2020-12-08,Zuid-Holland,28,Totaal,1329,157806
2020-12-08,Zuid-Holland,28,Ziekenhuisopname,19,4321
2020-12-08,Zeeland,29,Overleden,0,104
2020-12-08,Zeeland,29,Totaal,61,6863
2020-12-08,Zeeland,29,Ziekenhuisopname,2,250
2020-12-08,Noord-Brabant,30,Overleden,12,2100
2020-12-08,Noord-Brabant,30,Totaal,1053,90836
2020-12-08,Noord-Brabant,30,Ziekenhuisopname,11,3538
2020-12-08,Limburg,31,Overleden,3,910
2020-12-08,Limburg,31,Totaal,472,28510
2020-12-08,Limburg,31,Ziekenhuisopname,9,1802
