Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-01-10,,-1,Overleden,0,34
2021-01-10,,-1,Totaal,9,3779
2021-01-10,,-1,Ziekenhuisopname,0,113
2021-01-10,Groningen,20,Overleden,0,110
2021-01-10,Groningen,20,Totaal,131,15914
2021-01-10,Groningen,20,Ziekenhuisopname,0,194
2021-01-10,Friesland,21,Overleden,0,194
2021-01-10,Friesland,21,Totaal,208,17235
2021-01-10,Friesland,21,Ziekenhuisopname,2,258
2021-01-10,Drenthe,22,Overleden,1,175
2021-01-10,Drenthe,22,Totaal,200,15658
2021-01-10,Drenthe,22,Ziekenhuisopname,1,287
2021-01-10,Overijssel,23,Overleden,8,790
2021-01-10,Overijssel,23,Totaal,733,61342
2021-01-10,Overijssel,23,Ziekenhuisopname,6,952
2021-01-10,Flevoland,24,Overleden,1,165
2021-01-10,Flevoland,24,Totaal,141,21496
2021-01-10,Flevoland,24,Ziekenhuisopname,0,469
2021-01-10,Gelderland,25,Overleden,6,1412
2021-01-10,Gelderland,25,Totaal,905,98736
2021-01-10,Gelderland,25,Ziekenhuisopname,5,2317
2021-01-10,Utrecht,26,Overleden,4,932
2021-01-10,Utrecht,26,Totaal,404,72053
2021-01-10,Utrecht,26,Ziekenhuisopname,11,1716
2021-01-10,Noord-Holland,27,Overleden,6,1792
2021-01-10,Noord-Holland,27,Totaal,1014,147871
2021-01-10,Noord-Holland,27,Ziekenhuisopname,11,3217
2021-01-10,Zuid-Holland,28,Overleden,21,2984
2021-01-10,Zuid-Holland,28,Totaal,1130,216059
2021-01-10,Zuid-Holland,28,Ziekenhuisopname,19,5100
2021-01-10,Zeeland,29,Overleden,0,137
2021-01-10,Zeeland,29,Totaal,134,11986
2021-01-10,Zeeland,29,Ziekenhuisopname,0,334
2021-01-10,Noord-Brabant,30,Overleden,5,2476
2021-01-10,Noord-Brabant,30,Totaal,970,135797
2021-01-10,Noord-Brabant,30,Ziekenhuisopname,13,3911
2021-01-10,Limburg,31,Overleden,2,1150
2021-01-10,Limburg,31,Totaal,617,53481
2021-01-10,Limburg,31,Ziekenhuisopname,9,2013
