Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-10-08,,-1,Overleden,0,18
2020-10-08,,-1,Totaal,75,1298
2020-10-08,,-1,Ziekenhuisopname,0,77
2020-10-08,Groningen,20,Overleden,0,21
2020-10-08,Groningen,20,Totaal,149,2742
2020-10-08,Groningen,20,Ziekenhuisopname,1,82
2020-10-08,Friesland,21,Overleden,0,70
2020-10-08,Friesland,21,Totaal,133,2349
2020-10-08,Friesland,21,Ziekenhuisopname,0,144
2020-10-08,Drenthe,22,Overleden,2,60
2020-10-08,Drenthe,22,Totaal,97,1710
2020-10-08,Drenthe,22,Ziekenhuisopname,1,127
2020-10-08,Overijssel,23,Overleden,0,348
2020-10-08,Overijssel,23,Totaal,294,6909
2020-10-08,Overijssel,23,Ziekenhuisopname,1,580
2020-10-08,Flevoland,24,Overleden,0,101
2020-10-08,Flevoland,24,Totaal,74,2789
2020-10-08,Flevoland,24,Ziekenhuisopname,1,298
2020-10-08,Gelderland,25,Overleden,5,711
2020-10-08,Gelderland,25,Totaal,596,14938
2020-10-08,Gelderland,25,Ziekenhuisopname,2,1604
2020-10-08,Utrecht,26,Overleden,0,456
2020-10-08,Utrecht,26,Totaal,514,12765
2020-10-08,Utrecht,26,Ziekenhuisopname,0,997
2020-10-08,Noord-Holland,27,Overleden,1,886
2020-10-08,Noord-Holland,27,Totaal,1043,31736
2020-10-08,Noord-Holland,27,Ziekenhuisopname,15,1960
2020-10-08,Zuid-Holland,28,Overleden,3,1444
2020-10-08,Zuid-Holland,28,Totaal,1807,46970
2020-10-08,Zuid-Holland,28,Ziekenhuisopname,22,2654
2020-10-08,Zeeland,29,Overleden,0,72
2020-10-08,Zeeland,29,Totaal,62,1674
2020-10-08,Zeeland,29,Ziekenhuisopname,0,155
2020-10-08,Noord-Brabant,30,Overleden,1,1575
2020-10-08,Noord-Brabant,30,Totaal,799,22216
2020-10-08,Noord-Brabant,30,Ziekenhuisopname,5,2859
2020-10-08,Limburg,31,Overleden,1,769
2020-10-08,Limburg,31,Totaal,179,7714
2020-10-08,Limburg,31,Ziekenhuisopname,2,1596
