Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-03-13,,-1,Overleden,0,33
2021-03-13,,-1,Totaal,99,4277
2021-03-13,,-1,Ziekenhuisopname,0,112
2021-03-13,Groningen,20,Overleden,0,193
2021-03-13,Groningen,20,Totaal,123,24534
2021-03-13,Groningen,20,Ziekenhuisopname,0,281
2021-03-13,Friesland,21,Overleden,1,422
2021-03-13,Friesland,21,Totaal,224,28474
2021-03-13,Friesland,21,Ziekenhuisopname,2,377
2021-03-13,Drenthe,22,Overleden,2,316
2021-03-13,Drenthe,22,Totaal,167,23464
2021-03-13,Drenthe,22,Ziekenhuisopname,3,409
2021-03-13,Overijssel,23,Overleden,1,1045
2021-03-13,Overijssel,23,Totaal,361,79173
2021-03-13,Overijssel,23,Ziekenhuisopname,3,1170
2021-03-13,Flevoland,24,Overleden,0,219
2021-03-13,Flevoland,24,Totaal,90,26899
2021-03-13,Flevoland,24,Ziekenhuisopname,1,548
2021-03-13,Gelderland,25,Overleden,0,1850
2021-03-13,Gelderland,25,Totaal,690,128118
2021-03-13,Gelderland,25,Ziekenhuisopname,4,2591
2021-03-13,Utrecht,26,Overleden,1,1173
2021-03-13,Utrecht,26,Totaal,482,91011
2021-03-13,Utrecht,26,Ziekenhuisopname,4,2113
2021-03-13,Noord-Holland,27,Overleden,8,2319
2021-03-13,Noord-Holland,27,Totaal,1261,199485
2021-03-13,Noord-Holland,27,Ziekenhuisopname,13,3866
2021-03-13,Zuid-Holland,28,Overleden,4,3866
2021-03-13,Zuid-Holland,28,Totaal,1405,270133
2021-03-13,Zuid-Holland,28,Ziekenhuisopname,20,6441
2021-03-13,Zeeland,29,Overleden,0,200
2021-03-13,Zeeland,29,Totaal,167,17953
2021-03-13,Zeeland,29,Ziekenhuisopname,1,527
2021-03-13,Noord-Brabant,30,Overleden,4,2925
2021-03-13,Noord-Brabant,30,Totaal,943,180528
2021-03-13,Noord-Brabant,30,Ziekenhuisopname,5,4351
2021-03-13,Limburg,31,Overleden,1,1472
2021-03-13,Limburg,31,Totaal,380,75061
2021-03-13,Limburg,31,Ziekenhuisopname,2,2272
