Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-02-04,,-1,Overleden,0,34
2021-02-04,,-1,Totaal,7,3633
2021-02-04,,-1,Ziekenhuisopname,1,109
2021-02-04,Groningen,20,Overleden,5,147
2021-02-04,Groningen,20,Totaal,117,19508
2021-02-04,Groningen,20,Ziekenhuisopname,3,227
2021-02-04,Friesland,21,Overleden,7,286
2021-02-04,Friesland,21,Totaal,186,22076
2021-02-04,Friesland,21,Ziekenhuisopname,0,302
2021-02-04,Drenthe,22,Overleden,3,252
2021-02-04,Drenthe,22,Totaal,149,18957
2021-02-04,Drenthe,22,Ziekenhuisopname,2,330
2021-02-04,Overijssel,23,Overleden,4,969
2021-02-04,Overijssel,23,Totaal,226,70727
2021-02-04,Overijssel,23,Ziekenhuisopname,2,1061
2021-02-04,Flevoland,24,Overleden,0,195
2021-02-04,Flevoland,24,Totaal,91,24130
2021-02-04,Flevoland,24,Ziekenhuisopname,2,499
2021-02-04,Gelderland,25,Overleden,4,1661
2021-02-04,Gelderland,25,Totaal,375,113258
2021-02-04,Gelderland,25,Ziekenhuisopname,8,2462
2021-02-04,Utrecht,26,Overleden,3,1034
2021-02-04,Utrecht,26,Totaal,322,79732
2021-02-04,Utrecht,26,Ziekenhuisopname,9,1872
2021-02-04,Noord-Holland,27,Overleden,4,2032
2021-02-04,Noord-Holland,27,Totaal,774,167616
2021-02-04,Noord-Holland,27,Ziekenhuisopname,5,3474
2021-02-04,Zuid-Holland,28,Overleden,21,3455
2021-02-04,Zuid-Holland,28,Totaal,760,237665
2021-02-04,Zuid-Holland,28,Ziekenhuisopname,23,5659
2021-02-04,Zeeland,29,Overleden,1,159
2021-02-04,Zeeland,29,Totaal,76,14665
2021-02-04,Zeeland,29,Ziekenhuisopname,3,405
2021-02-04,Noord-Brabant,30,Overleden,9,2686
2021-02-04,Noord-Brabant,30,Totaal,716,154920
2021-02-04,Noord-Brabant,30,Ziekenhuisopname,4,4111
2021-02-04,Limburg,31,Overleden,4,1314
2021-02-04,Limburg,31,Totaal,382,64796
2021-02-04,Limburg,31,Ziekenhuisopname,7,2150
