Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-03-14,,-1,Overleden,0,33
2021-03-14,,-1,Totaal,22,4299
2021-03-14,,-1,Ziekenhuisopname,0,112
2021-03-14,Groningen,20,Overleden,0,193
2021-03-14,Groningen,20,Totaal,156,24690
2021-03-14,Groningen,20,Ziekenhuisopname,1,282
2021-03-14,Friesland,21,Overleden,0,422
2021-03-14,Friesland,21,Totaal,320,28794
2021-03-14,Friesland,21,Ziekenhuisopname,1,378
2021-03-14,Drenthe,22,Overleden,1,317
2021-03-14,Drenthe,22,Totaal,122,23586
2021-03-14,Drenthe,22,Ziekenhuisopname,1,410
2021-03-14,Overijssel,23,Overleden,1,1046
2021-03-14,Overijssel,23,Totaal,333,79506
2021-03-14,Overijssel,23,Ziekenhuisopname,1,1171
2021-03-14,Flevoland,24,Overleden,1,220
2021-03-14,Flevoland,24,Totaal,110,27009
2021-03-14,Flevoland,24,Ziekenhuisopname,3,551
2021-03-14,Gelderland,25,Overleden,0,1850
2021-03-14,Gelderland,25,Totaal,566,128684
2021-03-14,Gelderland,25,Ziekenhuisopname,1,2592
2021-03-14,Utrecht,26,Overleden,1,1174
2021-03-14,Utrecht,26,Totaal,400,91411
2021-03-14,Utrecht,26,Ziekenhuisopname,5,2118
2021-03-14,Noord-Holland,27,Overleden,2,2321
2021-03-14,Noord-Holland,27,Totaal,973,200458
2021-03-14,Noord-Holland,27,Ziekenhuisopname,13,3879
2021-03-14,Zuid-Holland,28,Overleden,7,3873
2021-03-14,Zuid-Holland,28,Totaal,1473,271606
2021-03-14,Zuid-Holland,28,Ziekenhuisopname,24,6465
2021-03-14,Zeeland,29,Overleden,1,201
2021-03-14,Zeeland,29,Totaal,131,18084
2021-03-14,Zeeland,29,Ziekenhuisopname,1,528
2021-03-14,Noord-Brabant,30,Overleden,8,2933
2021-03-14,Noord-Brabant,30,Totaal,1038,181566
2021-03-14,Noord-Brabant,30,Ziekenhuisopname,6,4357
2021-03-14,Limburg,31,Overleden,1,1473
2021-03-14,Limburg,31,Totaal,319,75380
2021-03-14,Limburg,31,Ziekenhuisopname,1,2273
