Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-06-08,,-1,Overleden,0,18
2020-06-08,,-1,Totaal,-1,489
2020-06-08,,-1,Ziekenhuisopname,0,61
2020-06-08,Groningen,20,Overleden,0,17
2020-06-08,Groningen,20,Totaal,0,352
2020-06-08,Groningen,20,Ziekenhuisopname,0,74
2020-06-08,Friesland,21,Overleden,0,65
2020-06-08,Friesland,21,Totaal,1,614
2020-06-08,Friesland,21,Ziekenhuisopname,0,130
2020-06-08,Drenthe,22,Overleden,0,40
2020-06-08,Drenthe,22,Totaal,0,523
2020-06-08,Drenthe,22,Ziekenhuisopname,0,116
2020-06-08,Overijssel,23,Overleden,0,307
2020-06-08,Overijssel,23,Totaal,4,3006
2020-06-08,Overijssel,23,Ziekenhuisopname,1,548
2020-06-08,Flevoland,24,Overleden,0,89
2020-06-08,Flevoland,24,Totaal,0,947
2020-06-08,Flevoland,24,Ziekenhuisopname,0,266
2020-06-08,Gelderland,25,Overleden,1,672
2020-06-08,Gelderland,25,Totaal,36,6151
2020-06-08,Gelderland,25,Ziekenhuisopname,0,1499
2020-06-08,Utrecht,26,Overleden,0,419
2020-06-08,Utrecht,26,Totaal,13,3765
2020-06-08,Utrecht,26,Ziekenhuisopname,2,870
2020-06-08,Noord-Holland,27,Overleden,1,806
2020-06-08,Noord-Holland,27,Totaal,28,6859
2020-06-08,Noord-Holland,27,Ziekenhuisopname,0,1624
2020-06-08,Zuid-Holland,28,Overleden,0,1258
2020-06-08,Zuid-Holland,28,Totaal,38,10347
2020-06-08,Zuid-Holland,28,Ziekenhuisopname,2,2150
2020-06-08,Zeeland,29,Overleden,0,67
2020-06-08,Zeeland,29,Totaal,0,711
2020-06-08,Zeeland,29,Ziekenhuisopname,0,150
2020-06-08,Noord-Brabant,30,Overleden,1,1519
2020-06-08,Noord-Brabant,30,Totaal,38,9210
2020-06-08,Noord-Brabant,30,Ziekenhuisopname,0,2748
2020-06-08,Limburg,31,Overleden,0,739
2020-06-08,Limburg,31,Totaal,8,4765
2020-06-08,Limburg,31,Ziekenhuisopname,0,1558
