Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-08-17,,-1,Overleden,0,18
2020-08-17,,-1,Totaal,2,587
2020-08-17,,-1,Ziekenhuisopname,1,66
2020-08-17,Groningen,20,Overleden,0,17
2020-08-17,Groningen,20,Totaal,9,509
2020-08-17,Groningen,20,Ziekenhuisopname,0,74
2020-08-17,Friesland,21,Overleden,0,69
2020-08-17,Friesland,21,Totaal,11,743
2020-08-17,Friesland,21,Ziekenhuisopname,0,130
2020-08-17,Drenthe,22,Overleden,0,41
2020-08-17,Drenthe,22,Totaal,3,585
2020-08-17,Drenthe,22,Ziekenhuisopname,0,119
2020-08-17,Overijssel,23,Overleden,0,311
2020-08-17,Overijssel,23,Totaal,9,3328
2020-08-17,Overijssel,23,Ziekenhuisopname,0,548
2020-08-17,Flevoland,24,Overleden,0,93
2020-08-17,Flevoland,24,Totaal,13,1169
2020-08-17,Flevoland,24,Ziekenhuisopname,0,273
2020-08-17,Gelderland,25,Overleden,0,685
2020-08-17,Gelderland,25,Totaal,19,6970
2020-08-17,Gelderland,25,Ziekenhuisopname,0,1514
2020-08-17,Utrecht,26,Overleden,0,432
2020-08-17,Utrecht,26,Totaal,31,4954
2020-08-17,Utrecht,26,Ziekenhuisopname,1,893
2020-08-17,Noord-Holland,27,Overleden,0,820
2020-08-17,Noord-Holland,27,Totaal,162,10517
2020-08-17,Noord-Holland,27,Ziekenhuisopname,1,1673
2020-08-17,Zuid-Holland,28,Overleden,0,1318
2020-08-17,Zuid-Holland,28,Totaal,155,16829
2020-08-17,Zuid-Holland,28,Ziekenhuisopname,1,2253
2020-08-17,Zeeland,29,Overleden,0,69
2020-08-17,Zeeland,29,Totaal,1,968
2020-08-17,Zeeland,29,Ziekenhuisopname,0,152
2020-08-17,Noord-Brabant,30,Overleden,0,1545
2020-08-17,Noord-Brabant,30,Totaal,61,11197
2020-08-17,Noord-Brabant,30,Ziekenhuisopname,0,2775
2020-08-17,Limburg,31,Overleden,0,754
2020-08-17,Limburg,31,Totaal,6,5128
2020-08-17,Limburg,31,Ziekenhuisopname,1,1568
