Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-03-03,,-1,Overleden,0,33
2021-03-03,,-1,Totaal,19,3877
2021-03-03,,-1,Ziekenhuisopname,0,111
2021-03-03,Groningen,20,Overleden,1,188
2021-03-03,Groningen,20,Totaal,147,23224
2021-03-03,Groningen,20,Ziekenhuisopname,3,264
2021-03-03,Friesland,21,Overleden,5,404
2021-03-03,Friesland,21,Totaal,136,26754
2021-03-03,Friesland,21,Ziekenhuisopname,0,366
2021-03-03,Drenthe,22,Overleden,8,300
2021-03-03,Drenthe,22,Totaal,130,22169
2021-03-03,Drenthe,22,Ziekenhuisopname,1,386
2021-03-03,Overijssel,23,Overleden,0,1036
2021-03-03,Overijssel,23,Totaal,219,76431
2021-03-03,Overijssel,23,Ziekenhuisopname,2,1144
2021-03-03,Flevoland,24,Overleden,0,216
2021-03-03,Flevoland,24,Totaal,89,26032
2021-03-03,Flevoland,24,Ziekenhuisopname,2,535
2021-03-03,Gelderland,25,Overleden,4,1820
2021-03-03,Gelderland,25,Totaal,422,123094
2021-03-03,Gelderland,25,Ziekenhuisopname,6,2550
2021-03-03,Utrecht,26,Overleden,11,1145
2021-03-03,Utrecht,26,Totaal,274,87431
2021-03-03,Utrecht,26,Ziekenhuisopname,1,2019
2021-03-03,Noord-Holland,27,Overleden,1,2269
2021-03-03,Noord-Holland,27,Totaal,1258,189400
2021-03-03,Noord-Holland,27,Ziekenhuisopname,2,3746
2021-03-03,Zuid-Holland,28,Overleden,12,3776
2021-03-03,Zuid-Holland,28,Totaal,1041,259078
2021-03-03,Zuid-Holland,28,Ziekenhuisopname,20,6243
2021-03-03,Zeeland,29,Overleden,0,180
2021-03-03,Zeeland,29,Totaal,115,16822
2021-03-03,Zeeland,29,Ziekenhuisopname,2,464
2021-03-03,Noord-Brabant,30,Overleden,5,2882
2021-03-03,Noord-Brabant,30,Totaal,860,172799
2021-03-03,Noord-Brabant,30,Ziekenhuisopname,6,4299
2021-03-03,Limburg,31,Overleden,1,1436
2021-03-03,Limburg,31,Totaal,279,72274
2021-03-03,Limburg,31,Ziekenhuisopname,4,2233
