Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-10-09,,-1,Overleden,0,18
2020-10-09,,-1,Totaal,29,1327
2020-10-09,,-1,Ziekenhuisopname,0,77
2020-10-09,Groningen,20,Overleden,0,21
2020-10-09,Groningen,20,Totaal,129,2871
2020-10-09,Groningen,20,Ziekenhuisopname,1,83
2020-10-09,Friesland,21,Overleden,1,71
2020-10-09,Friesland,21,Totaal,108,2457
2020-10-09,Friesland,21,Ziekenhuisopname,4,148
2020-10-09,Drenthe,22,Overleden,0,60
2020-10-09,Drenthe,22,Totaal,96,1806
2020-10-09,Drenthe,22,Ziekenhuisopname,3,130
2020-10-09,Overijssel,23,Overleden,-1,347
2020-10-09,Overijssel,23,Totaal,259,7168
2020-10-09,Overijssel,23,Ziekenhuisopname,2,582
2020-10-09,Flevoland,24,Overleden,0,101
2020-10-09,Flevoland,24,Totaal,105,2894
2020-10-09,Flevoland,24,Ziekenhuisopname,2,300
2020-10-09,Gelderland,25,Overleden,1,712
2020-10-09,Gelderland,25,Totaal,558,15496
2020-10-09,Gelderland,25,Ziekenhuisopname,8,1612
2020-10-09,Utrecht,26,Overleden,0,456
2020-10-09,Utrecht,26,Totaal,613,13378
2020-10-09,Utrecht,26,Ziekenhuisopname,0,997
2020-10-09,Noord-Holland,27,Overleden,3,889
2020-10-09,Noord-Holland,27,Totaal,1115,32851
2020-10-09,Noord-Holland,27,Ziekenhuisopname,16,1976
2020-10-09,Zuid-Holland,28,Overleden,7,1451
2020-10-09,Zuid-Holland,28,Totaal,1975,48945
2020-10-09,Zuid-Holland,28,Ziekenhuisopname,25,2679
2020-10-09,Zeeland,29,Overleden,0,72
2020-10-09,Zeeland,29,Totaal,53,1727
2020-10-09,Zeeland,29,Ziekenhuisopname,0,155
2020-10-09,Noord-Brabant,30,Overleden,2,1577
2020-10-09,Noord-Brabant,30,Totaal,773,22989
2020-10-09,Noord-Brabant,30,Ziekenhuisopname,5,2864
2020-10-09,Limburg,31,Overleden,0,769
2020-10-09,Limburg,31,Totaal,158,7872
2020-10-09,Limburg,31,Ziekenhuisopname,0,1596
