Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-09-18,,-1,Overleden,0,18
2020-09-18,,-1,Totaal,14,768
2020-09-18,,-1,Ziekenhuisopname,0,67
2020-09-18,Groningen,20,Overleden,0,19
2020-09-18,Groningen,20,Totaal,42,962
2020-09-18,Groningen,20,Ziekenhuisopname,0,75
2020-09-18,Friesland,21,Overleden,0,69
2020-09-18,Friesland,21,Totaal,22,984
2020-09-18,Friesland,21,Ziekenhuisopname,0,132
2020-09-18,Drenthe,22,Overleden,0,41
2020-09-18,Drenthe,22,Totaal,18,706
2020-09-18,Drenthe,22,Ziekenhuisopname,0,120
2020-09-18,Overijssel,23,Overleden,0,314
2020-09-18,Overijssel,23,Totaal,40,3978
2020-09-18,Overijssel,23,Ziekenhuisopname,1,555
2020-09-18,Flevoland,24,Overleden,1,97
2020-09-18,Flevoland,24,Totaal,31,1714
2020-09-18,Flevoland,24,Ziekenhuisopname,1,279
2020-09-18,Gelderland,25,Overleden,0,692
2020-09-18,Gelderland,25,Totaal,141,8969
2020-09-18,Gelderland,25,Ziekenhuisopname,0,1533
2020-09-18,Utrecht,26,Overleden,0,437
2020-09-18,Utrecht,26,Totaal,163,7116
2020-09-18,Utrecht,26,Ziekenhuisopname,0,930
2020-09-18,Noord-Holland,27,Overleden,0,838
2020-09-18,Noord-Holland,27,Totaal,561,17573
2020-09-18,Noord-Holland,27,Ziekenhuisopname,3,1755
2020-09-18,Zuid-Holland,28,Overleden,6,1365
2020-09-18,Zuid-Holland,28,Totaal,699,26088
2020-09-18,Zuid-Holland,28,Ziekenhuisopname,5,2386
2020-09-18,Zeeland,29,Overleden,0,72
2020-09-18,Zeeland,29,Totaal,15,1192
2020-09-18,Zeeland,29,Ziekenhuisopname,0,152
2020-09-18,Noord-Brabant,30,Overleden,0,1552
2020-09-18,Noord-Brabant,30,Totaal,196,14065
2020-09-18,Noord-Brabant,30,Ziekenhuisopname,2,2795
2020-09-18,Limburg,31,Overleden,0,759
2020-09-18,Limburg,31,Totaal,32,5932
2020-09-18,Limburg,31,Ziekenhuisopname,0,1577
