Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-02-09,,-1,Overleden,-1,32
2021-02-09,,-1,Totaal,-14,3596
2021-02-09,,-1,Ziekenhuisopname,-2,108
2021-02-09,Groningen,20,Overleden,5,156
2021-02-09,Groningen,20,Totaal,49,19954
2021-02-09,Groningen,20,Ziekenhuisopname,3,235
2021-02-09,Friesland,21,Overleden,9,309
2021-02-09,Friesland,21,Totaal,91,22939
2021-02-09,Friesland,21,Ziekenhuisopname,3,310
2021-02-09,Drenthe,22,Overleden,6,263
2021-02-09,Drenthe,22,Totaal,21,19420
2021-02-09,Drenthe,22,Ziekenhuisopname,0,338
2021-02-09,Overijssel,23,Overleden,4,983
2021-02-09,Overijssel,23,Totaal,51,71629
2021-02-09,Overijssel,23,Ziekenhuisopname,3,1073
2021-02-09,Flevoland,24,Overleden,1,199
2021-02-09,Flevoland,24,Totaal,27,24447
2021-02-09,Flevoland,24,Ziekenhuisopname,2,505
2021-02-09,Gelderland,25,Overleden,13,1710
2021-02-09,Gelderland,25,Totaal,195,114912
2021-02-09,Gelderland,25,Ziekenhuisopname,1,2476
2021-02-09,Utrecht,26,Overleden,3,1040
2021-02-09,Utrecht,26,Totaal,73,80849
2021-02-09,Utrecht,26,Ziekenhuisopname,4,1903
2021-02-09,Noord-Holland,27,Overleden,10,2075
2021-02-09,Noord-Holland,27,Totaal,387,170482
2021-02-09,Noord-Holland,27,Ziekenhuisopname,8,3528
2021-02-09,Zuid-Holland,28,Overleden,12,3504
2021-02-09,Zuid-Holland,28,Totaal,331,240780
2021-02-09,Zuid-Holland,28,Ziekenhuisopname,17,5760
2021-02-09,Zeeland,29,Overleden,2,162
2021-02-09,Zeeland,29,Totaal,18,14939
2021-02-09,Zeeland,29,Ziekenhuisopname,4,425
2021-02-09,Noord-Brabant,30,Overleden,9,2729
2021-02-09,Noord-Brabant,30,Totaal,365,157775
2021-02-09,Noord-Brabant,30,Ziekenhuisopname,7,4148
2021-02-09,Limburg,31,Overleden,10,1339
2021-02-09,Limburg,31,Totaal,145,66221
2021-02-09,Limburg,31,Ziekenhuisopname,6,2168
