Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-12-10,,-1,Overleden,0,30
2020-12-10,,-1,Totaal,16,3140
2020-12-10,,-1,Ziekenhuisopname,0,109
2020-12-10,Groningen,20,Overleden,1,56
2020-12-10,Groningen,20,Totaal,195,9907
2020-12-10,Groningen,20,Ziekenhuisopname,2,157
2020-12-10,Friesland,21,Overleden,0,142
2020-12-10,Friesland,21,Totaal,163,9951
2020-12-10,Friesland,21,Ziekenhuisopname,3,216
2020-12-10,Drenthe,22,Overleden,0,116
2020-12-10,Drenthe,22,Totaal,136,8698
2020-12-10,Drenthe,22,Ziekenhuisopname,0,220
2020-12-10,Overijssel,23,Overleden,2,566
2020-12-10,Overijssel,23,Totaal,667,36134
2020-12-10,Overijssel,23,Ziekenhuisopname,5,772
2020-12-10,Flevoland,24,Overleden,1,149
2020-12-10,Flevoland,24,Totaal,300,13134
2020-12-10,Flevoland,24,Ziekenhuisopname,3,407
2020-12-10,Gelderland,25,Overleden,1,1109
2020-12-10,Gelderland,25,Totaal,1149,59870
2020-12-10,Gelderland,25,Ziekenhuisopname,5,2077
2020-12-10,Utrecht,26,Overleden,8,744
2020-12-10,Utrecht,26,Totaal,782,49681
2020-12-10,Utrecht,26,Ziekenhuisopname,4,1492
2020-12-10,Noord-Holland,27,Overleden,13,1374
2020-12-10,Noord-Holland,27,Totaal,1204,104111
2020-12-10,Noord-Holland,27,Ziekenhuisopname,11,2826
2020-12-10,Zuid-Holland,28,Overleden,18,2474
2020-12-10,Zuid-Holland,28,Totaal,1964,161104
2020-12-10,Zuid-Holland,28,Ziekenhuisopname,10,4353
2020-12-10,Zeeland,29,Overleden,0,105
2020-12-10,Zeeland,29,Totaal,129,7073
2020-12-10,Zeeland,29,Ziekenhuisopname,0,251
2020-12-10,Noord-Brabant,30,Overleden,15,2125
2020-12-10,Noord-Brabant,30,Totaal,1366,93198
2020-12-10,Noord-Brabant,30,Ziekenhuisopname,23,3575
2020-12-10,Limburg,31,Overleden,2,912
2020-12-10,Limburg,31,Totaal,649,29684
2020-12-10,Limburg,31,Ziekenhuisopname,5,1810
