Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-10-19,,-1,Overleden,1,21
2020-10-19,,-1,Totaal,46,1772
2020-10-19,,-1,Ziekenhuisopname,1,82
2020-10-19,Groningen,20,Overleden,0,23
2020-10-19,Groningen,20,Totaal,160,4511
2020-10-19,Groningen,20,Ziekenhuisopname,1,106
2020-10-19,Friesland,21,Overleden,1,73
2020-10-19,Friesland,21,Totaal,147,4130
2020-10-19,Friesland,21,Ziekenhuisopname,4,165
2020-10-19,Drenthe,22,Overleden,0,67
2020-10-19,Drenthe,22,Totaal,209,3543
2020-10-19,Drenthe,22,Ziekenhuisopname,1,157
2020-10-19,Overijssel,23,Overleden,2,365
2020-10-19,Overijssel,23,Totaal,573,11569
2020-10-19,Overijssel,23,Ziekenhuisopname,3,611
2020-10-19,Flevoland,24,Overleden,0,103
2020-10-19,Flevoland,24,Totaal,109,4175
2020-10-19,Flevoland,24,Ziekenhuisopname,2,327
2020-10-19,Gelderland,25,Overleden,2,741
2020-10-19,Gelderland,25,Totaal,722,22380
2020-10-19,Gelderland,25,Ziekenhuisopname,12,1695
2020-10-19,Utrecht,26,Overleden,0,468
2020-10-19,Utrecht,26,Totaal,873,20533
2020-10-19,Utrecht,26,Ziekenhuisopname,10,1058
2020-10-19,Noord-Holland,27,Overleden,4,924
2020-10-19,Noord-Holland,27,Totaal,1460,46780
2020-10-19,Noord-Holland,27,Ziekenhuisopname,19,2142
2020-10-19,Zuid-Holland,28,Overleden,4,1518
2020-10-19,Zuid-Holland,28,Totaal,2142,69605
2020-10-19,Zuid-Holland,28,Ziekenhuisopname,12,2864
2020-10-19,Zeeland,29,Overleden,1,78
2020-10-19,Zeeland,29,Totaal,79,2390
2020-10-19,Zeeland,29,Ziekenhuisopname,0,163
2020-10-19,Noord-Brabant,30,Overleden,2,1611
2020-10-19,Noord-Brabant,30,Totaal,1122,34040
2020-10-19,Noord-Brabant,30,Ziekenhuisopname,16,2948
2020-10-19,Limburg,31,Overleden,0,776
2020-10-19,Limburg,31,Totaal,350,10798
2020-10-19,Limburg,31,Ziekenhuisopname,3,1618
