Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-01-04,,-1,Overleden,-1,33
2021-01-04,,-1,Totaal,-9,3729
2021-01-04,,-1,Ziekenhuisopname,0,113
2021-01-04,Groningen,20,Overleden,1,101
2021-01-04,Groningen,20,Totaal,337,16069
2021-01-04,Groningen,20,Ziekenhuisopname,2,208
2021-01-04,Friesland,21,Overleden,1,182
2021-01-04,Friesland,21,Totaal,247,15857
2021-01-04,Friesland,21,Ziekenhuisopname,1,246
2021-01-04,Drenthe,22,Overleden,2,143
2021-01-04,Drenthe,22,Totaal,187,14388
2021-01-04,Drenthe,22,Ziekenhuisopname,2,274
2021-01-04,Overijssel,23,Overleden,5,707
2021-01-04,Overijssel,23,Totaal,533,56865
2021-01-04,Overijssel,23,Ziekenhuisopname,2,914
2021-01-04,Flevoland,24,Overleden,1,160
2021-01-04,Flevoland,24,Totaal,190,20414
2021-01-04,Flevoland,24,Ziekenhuisopname,3,460
2021-01-04,Gelderland,25,Overleden,6,1337
2021-01-04,Gelderland,25,Totaal,867,92554
2021-01-04,Gelderland,25,Ziekenhuisopname,5,2276
2021-01-04,Utrecht,26,Overleden,6,889
2021-01-04,Utrecht,26,Totaal,498,69035
2021-01-04,Utrecht,26,Ziekenhuisopname,7,1669
2021-01-04,Noord-Holland,27,Overleden,9,1676
2021-01-04,Noord-Holland,27,Totaal,953,141210
2021-01-04,Noord-Holland,27,Ziekenhuisopname,9,3156
2021-01-04,Zuid-Holland,28,Overleden,20,2862
2021-01-04,Zuid-Holland,28,Totaal,1344,207745
2021-01-04,Zuid-Holland,28,Ziekenhuisopname,33,4951
2021-01-04,Zeeland,29,Overleden,2,132
2021-01-04,Zeeland,29,Totaal,100,11043
2021-01-04,Zeeland,29,Ziekenhuisopname,0,304
2021-01-04,Noord-Brabant,30,Overleden,4,2409
2021-01-04,Noord-Brabant,30,Totaal,866,128977
2021-01-04,Noord-Brabant,30,Ziekenhuisopname,2,3842
2021-01-04,Limburg,31,Overleden,7,1044
2021-01-04,Limburg,31,Totaal,450,49840
2021-01-04,Limburg,31,Ziekenhuisopname,6,1977
