Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-11-10,,-1,Overleden,0,26
2020-11-10,,-1,Totaal,0,2622
2020-11-10,,-1,Ziekenhuisopname,0,95
2020-11-10,Groningen,20,Overleden,1,42
2020-11-10,Groningen,20,Totaal,39,6763
2020-11-10,Groningen,20,Ziekenhuisopname,0,130
2020-11-10,Friesland,21,Overleden,3,96
2020-11-10,Friesland,21,Totaal,80,6714
2020-11-10,Friesland,21,Ziekenhuisopname,1,180
2020-11-10,Drenthe,22,Overleden,2,90
2020-11-10,Drenthe,22,Totaal,65,6109
2020-11-10,Drenthe,22,Ziekenhuisopname,2,187
2020-11-10,Overijssel,23,Overleden,4,451
2020-11-10,Overijssel,23,Totaal,431,24246
2020-11-10,Overijssel,23,Ziekenhuisopname,4,668
2020-11-10,Flevoland,24,Overleden,0,117
2020-11-10,Flevoland,24,Totaal,99,7926
2020-11-10,Flevoland,24,Ziekenhuisopname,1,362
2020-11-10,Gelderland,25,Overleden,12,910
2020-11-10,Gelderland,25,Totaal,599,40838
2020-11-10,Gelderland,25,Ziekenhuisopname,7,1910
2020-11-10,Utrecht,26,Overleden,15,587
2020-11-10,Utrecht,26,Totaal,401,35781
2020-11-10,Utrecht,26,Ziekenhuisopname,13,1286
2020-11-10,Noord-Holland,27,Overleden,10,1127
2020-11-10,Noord-Holland,27,Totaal,704,77711
2020-11-10,Noord-Holland,27,Ziekenhuisopname,11,2533
2020-11-10,Zuid-Holland,28,Overleden,22,1939
2020-11-10,Zuid-Holland,28,Totaal,1182,121538
2020-11-10,Zuid-Holland,28,Ziekenhuisopname,26,3573
2020-11-10,Zeeland,29,Overleden,0,83
2020-11-10,Zeeland,29,Totaal,68,4560
2020-11-10,Zeeland,29,Ziekenhuisopname,2,188
2020-11-10,Noord-Brabant,30,Overleden,28,1852
2020-11-10,Noord-Brabant,30,Totaal,758,65485
2020-11-10,Noord-Brabant,30,Ziekenhuisopname,7,3240
2020-11-10,Limburg,31,Overleden,1,821
2020-11-10,Limburg,31,Totaal,241,19119
2020-11-10,Limburg,31,Ziekenhuisopname,0,1712
