Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-12-28,,-1,Overleden,0,31
2020-12-28,,-1,Totaal,-7,3656
2020-12-28,,-1,Ziekenhuisopname,1,112
2020-12-28,Groningen,20,Overleden,0,78
2020-12-28,Groningen,20,Totaal,235,14486
2020-12-28,Groningen,20,Ziekenhuisopname,2,189
2020-12-28,Friesland,21,Overleden,1,159
2020-12-28,Friesland,21,Totaal,168,14105
2020-12-28,Friesland,21,Ziekenhuisopname,1,238
2020-12-28,Drenthe,22,Overleden,1,135
2020-12-28,Drenthe,22,Totaal,189,12733
2020-12-28,Drenthe,22,Ziekenhuisopname,1,254
2020-12-28,Overijssel,23,Overleden,5,650
2020-12-28,Overijssel,23,Totaal,483,51110
2020-12-28,Overijssel,23,Ziekenhuisopname,3,863
2020-12-28,Flevoland,24,Overleden,0,156
2020-12-28,Flevoland,24,Totaal,268,18738
2020-12-28,Flevoland,24,Ziekenhuisopname,2,447
2020-12-28,Gelderland,25,Overleden,13,1256
2020-12-28,Gelderland,25,Totaal,1194,84632
2020-12-28,Gelderland,25,Ziekenhuisopname,12,2218
2020-12-28,Utrecht,26,Overleden,3,834
2020-12-28,Utrecht,26,Totaal,561,64962
2020-12-28,Utrecht,26,Ziekenhuisopname,5,1615
2020-12-28,Noord-Holland,27,Overleden,8,1565
2020-12-28,Noord-Holland,27,Totaal,1145,132393
2020-12-28,Noord-Holland,27,Ziekenhuisopname,12,3055
2020-12-28,Zuid-Holland,28,Overleden,7,2729
2020-12-28,Zuid-Holland,28,Totaal,1370,196944
2020-12-28,Zuid-Holland,28,Ziekenhuisopname,27,4760
2020-12-28,Zeeland,29,Overleden,0,118
2020-12-28,Zeeland,29,Totaal,109,10084
2020-12-28,Zeeland,29,Ziekenhuisopname,8,287
2020-12-28,Noord-Brabant,30,Overleden,6,2334
2020-12-28,Noord-Brabant,30,Totaal,1068,121000
2020-12-28,Noord-Brabant,30,Ziekenhuisopname,3,3780
2020-12-28,Limburg,31,Overleden,0,997
2020-12-28,Limburg,31,Totaal,632,45557
2020-12-28,Limburg,31,Ziekenhuisopname,13,1915
