Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-11-24,,-1,Overleden,0,27
2020-11-24,,-1,Totaal,3,2906
2020-11-24,,-1,Ziekenhuisopname,1,103
2020-11-24,Groningen,20,Overleden,2,48
2020-11-24,Groningen,20,Totaal,57,7937
2020-11-24,Groningen,20,Ziekenhuisopname,1,141
2020-11-24,Friesland,21,Overleden,3,125
2020-11-24,Friesland,21,Totaal,95,8103
2020-11-24,Friesland,21,Ziekenhuisopname,1,197
2020-11-24,Drenthe,22,Overleden,2,106
2020-11-24,Drenthe,22,Totaal,61,7344
2020-11-24,Drenthe,22,Ziekenhuisopname,0,203
2020-11-24,Overijssel,23,Overleden,2,513
2020-11-24,Overijssel,23,Totaal,339,29383
2020-11-24,Overijssel,23,Ziekenhuisopname,5,717
2020-11-24,Flevoland,24,Overleden,0,127
2020-11-24,Flevoland,24,Totaal,182,10164
2020-11-24,Flevoland,24,Ziekenhuisopname,0,381
2020-11-24,Gelderland,25,Overleden,6,1016
2020-11-24,Gelderland,25,Totaal,472,48777
2020-11-24,Gelderland,25,Ziekenhuisopname,7,2001
2020-11-24,Utrecht,26,Overleden,6,651
2020-11-24,Utrecht,26,Totaal,285,41659
2020-11-24,Utrecht,26,Ziekenhuisopname,15,1386
2020-11-24,Noord-Holland,27,Overleden,12,1245
2020-11-24,Noord-Holland,27,Totaal,637,89798
2020-11-24,Noord-Holland,27,Ziekenhuisopname,11,2683
2020-11-24,Zuid-Holland,28,Overleden,36,2222
2020-11-24,Zuid-Holland,28,Totaal,836,140403
2020-11-24,Zuid-Holland,28,Ziekenhuisopname,25,4010
2020-11-24,Zeeland,29,Overleden,3,99
2020-11-24,Zeeland,29,Totaal,40,5815
2020-11-24,Zeeland,29,Ziekenhuisopname,3,227
2020-11-24,Noord-Brabant,30,Overleden,12,1994
2020-11-24,Noord-Brabant,30,Totaal,669,78130
2020-11-24,Noord-Brabant,30,Ziekenhuisopname,9,3401
2020-11-24,Limburg,31,Overleden,6,862
2020-11-24,Limburg,31,Totaal,250,23325
2020-11-24,Limburg,31,Ziekenhuisopname,3,1759
