Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-08-10,,-1,Overleden,0,18
2020-08-10,,-1,Totaal,3,546
2020-08-10,,-1,Ziekenhuisopname,0,63
2020-08-10,Groningen,20,Overleden,0,17
2020-08-10,Groningen,20,Totaal,9,441
2020-08-10,Groningen,20,Ziekenhuisopname,0,74
2020-08-10,Friesland,21,Overleden,0,69
2020-08-10,Friesland,21,Totaal,14,677
2020-08-10,Friesland,21,Ziekenhuisopname,0,130
2020-08-10,Drenthe,22,Overleden,0,41
2020-08-10,Drenthe,22,Totaal,0,571
2020-08-10,Drenthe,22,Ziekenhuisopname,0,119
2020-08-10,Overijssel,23,Overleden,0,311
2020-08-10,Overijssel,23,Totaal,8,3248
2020-08-10,Overijssel,23,Ziekenhuisopname,0,547
2020-08-10,Flevoland,24,Overleden,0,93
2020-08-10,Flevoland,24,Totaal,2,1057
2020-08-10,Flevoland,24,Ziekenhuisopname,0,269
2020-08-10,Gelderland,25,Overleden,0,684
2020-08-10,Gelderland,25,Totaal,20,6784
2020-08-10,Gelderland,25,Ziekenhuisopname,0,1512
2020-08-10,Utrecht,26,Overleden,0,432
2020-08-10,Utrecht,26,Totaal,33,4685
2020-08-10,Utrecht,26,Ziekenhuisopname,1,892
2020-08-10,Noord-Holland,27,Overleden,0,816
2020-08-10,Noord-Holland,27,Totaal,210,9378
2020-08-10,Noord-Holland,27,Ziekenhuisopname,4,1665
2020-08-10,Zuid-Holland,28,Overleden,0,1312
2020-08-10,Zuid-Holland,28,Totaal,253,15184
2020-08-10,Zuid-Holland,28,Ziekenhuisopname,1,2226
2020-08-10,Zeeland,29,Overleden,0,69
2020-08-10,Zeeland,29,Totaal,0,918
2020-08-10,Zeeland,29,Ziekenhuisopname,0,152
2020-08-10,Noord-Brabant,30,Overleden,0,1541
2020-08-10,Noord-Brabant,30,Totaal,66,10709
2020-08-10,Noord-Brabant,30,Ziekenhuisopname,0,2773
2020-08-10,Limburg,31,Overleden,0,754
2020-08-10,Limburg,31,Totaal,12,4996
2020-08-10,Limburg,31,Ziekenhuisopname,0,1562
