Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-11-02,,-1,Overleden,1,26
2020-11-02,,-1,Totaal,36,2450
2020-11-02,,-1,Ziekenhuisopname,0,91
2020-11-02,Groningen,20,Overleden,1,32
2020-11-02,Groningen,20,Totaal,98,6197
2020-11-02,Groningen,20,Ziekenhuisopname,0,124
2020-11-02,Friesland,21,Overleden,0,86
2020-11-02,Friesland,21,Totaal,135,6030
2020-11-02,Friesland,21,Ziekenhuisopname,0,174
2020-11-02,Drenthe,22,Overleden,0,79
2020-11-02,Drenthe,22,Totaal,120,5392
2020-11-02,Drenthe,22,Ziekenhuisopname,0,179
2020-11-02,Overijssel,23,Overleden,3,410
2020-11-02,Overijssel,23,Totaal,414,20636
2020-11-02,Overijssel,23,Ziekenhuisopname,6,633
2020-11-02,Flevoland,24,Overleden,0,111
2020-11-02,Flevoland,24,Totaal,141,6679
2020-11-02,Flevoland,24,Ziekenhuisopname,1,353
2020-11-02,Gelderland,25,Overleden,6,812
2020-11-02,Gelderland,25,Totaal,897,35379
2020-11-02,Gelderland,25,Ziekenhuisopname,8,1841
2020-11-02,Utrecht,26,Overleden,0,518
2020-11-02,Utrecht,26,Totaal,631,32001
2020-11-02,Utrecht,26,Ziekenhuisopname,6,1202
2020-11-02,Noord-Holland,27,Overleden,5,1032
2020-11-02,Noord-Holland,27,Totaal,1062,69378
2020-11-02,Noord-Holland,27,Ziekenhuisopname,11,2413
2020-11-02,Zuid-Holland,28,Overleden,5,1735
2020-11-02,Zuid-Holland,28,Totaal,2482,107561
2020-11-02,Zuid-Holland,28,Ziekenhuisopname,38,3307
2020-11-02,Zeeland,29,Overleden,0,81
2020-11-02,Zeeland,29,Totaal,128,3738
2020-11-02,Zeeland,29,Ziekenhuisopname,1,178
2020-11-02,Noord-Brabant,30,Overleden,6,1741
2020-11-02,Noord-Brabant,30,Totaal,1784,56307
2020-11-02,Noord-Brabant,30,Ziekenhuisopname,12,3151
2020-11-02,Limburg,31,Overleden,2,800
2020-11-02,Limburg,31,Totaal,358,16399
2020-11-02,Limburg,31,Ziekenhuisopname,6,1685
