Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-12-09,,-1,Overleden,1,30
2020-12-09,,-1,Totaal,11,3124
2020-12-09,,-1,Ziekenhuisopname,-2,109
2020-12-09,Groningen,20,Overleden,0,55
2020-12-09,Groningen,20,Totaal,103,9712
2020-12-09,Groningen,20,Ziekenhuisopname,3,155
2020-12-09,Friesland,21,Overleden,0,142
2020-12-09,Friesland,21,Totaal,135,9788
2020-12-09,Friesland,21,Ziekenhuisopname,1,213
2020-12-09,Drenthe,22,Overleden,0,116
2020-12-09,Drenthe,22,Totaal,115,8562
2020-12-09,Drenthe,22,Ziekenhuisopname,4,220
2020-12-09,Overijssel,23,Overleden,3,564
2020-12-09,Overijssel,23,Totaal,488,35467
2020-12-09,Overijssel,23,Ziekenhuisopname,7,767
2020-12-09,Flevoland,24,Overleden,1,148
2020-12-09,Flevoland,24,Totaal,159,12834
2020-12-09,Flevoland,24,Ziekenhuisopname,2,404
2020-12-09,Gelderland,25,Overleden,7,1108
2020-12-09,Gelderland,25,Totaal,765,58721
2020-12-09,Gelderland,25,Ziekenhuisopname,4,2072
2020-12-09,Utrecht,26,Overleden,4,736
2020-12-09,Utrecht,26,Totaal,647,48899
2020-12-09,Utrecht,26,Ziekenhuisopname,8,1488
2020-12-09,Noord-Holland,27,Overleden,11,1361
2020-12-09,Noord-Holland,27,Totaal,1169,102907
2020-12-09,Noord-Holland,27,Ziekenhuisopname,9,2815
2020-12-09,Zuid-Holland,28,Overleden,28,2456
2020-12-09,Zuid-Holland,28,Totaal,1334,159140
2020-12-09,Zuid-Holland,28,Ziekenhuisopname,22,4343
2020-12-09,Zeeland,29,Overleden,1,105
2020-12-09,Zeeland,29,Totaal,81,6944
2020-12-09,Zeeland,29,Ziekenhuisopname,1,251
2020-12-09,Noord-Brabant,30,Overleden,10,2110
2020-12-09,Noord-Brabant,30,Totaal,996,91832
2020-12-09,Noord-Brabant,30,Ziekenhuisopname,14,3552
2020-12-09,Limburg,31,Overleden,0,910
2020-12-09,Limburg,31,Totaal,525,29035
2020-12-09,Limburg,31,Ziekenhuisopname,3,1805
