Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-08-13,,-1,Overleden,0,18
2020-08-13,,-1,Totaal,12,568
2020-08-13,,-1,Ziekenhuisopname,0,64
2020-08-13,Groningen,20,Overleden,0,17
2020-08-13,Groningen,20,Totaal,14,470
2020-08-13,Groningen,20,Ziekenhuisopname,0,74
2020-08-13,Friesland,21,Overleden,0,69
2020-08-13,Friesland,21,Totaal,9,710
2020-08-13,Friesland,21,Ziekenhuisopname,0,130
2020-08-13,Drenthe,22,Overleden,0,41
2020-08-13,Drenthe,22,Totaal,3,578
2020-08-13,Drenthe,22,Ziekenhuisopname,0,119
2020-08-13,Overijssel,23,Overleden,0,311
2020-08-13,Overijssel,23,Totaal,15,3284
2020-08-13,Overijssel,23,Ziekenhuisopname,0,547
2020-08-13,Flevoland,24,Overleden,0,93
2020-08-13,Flevoland,24,Totaal,9,1121
2020-08-13,Flevoland,24,Ziekenhuisopname,0,272
2020-08-13,Gelderland,25,Overleden,0,685
2020-08-13,Gelderland,25,Totaal,25,6876
2020-08-13,Gelderland,25,Ziekenhuisopname,0,1512
2020-08-13,Utrecht,26,Overleden,0,432
2020-08-13,Utrecht,26,Totaal,51,4823
2020-08-13,Utrecht,26,Ziekenhuisopname,0,892
2020-08-13,Noord-Holland,27,Overleden,3,819
2020-08-13,Noord-Holland,27,Totaal,120,9837
2020-08-13,Noord-Holland,27,Ziekenhuisopname,1,1670
2020-08-13,Zuid-Holland,28,Overleden,0,1314
2020-08-13,Zuid-Holland,28,Totaal,247,16012
2020-08-13,Zuid-Holland,28,Ziekenhuisopname,3,2239
2020-08-13,Zeeland,29,Overleden,0,69
2020-08-13,Zeeland,29,Totaal,4,954
2020-08-13,Zeeland,29,Ziekenhuisopname,0,152
2020-08-13,Noord-Brabant,30,Overleden,1,1543
2020-08-13,Noord-Brabant,30,Totaal,51,10924
2020-08-13,Noord-Brabant,30,Ziekenhuisopname,1,2774
2020-08-13,Limburg,31,Overleden,0,754
2020-08-13,Limburg,31,Totaal,17,5047
2020-08-13,Limburg,31,Ziekenhuisopname,1,1564
