Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-10-15,,-1,Overleden,0,19
2020-10-15,,-1,Totaal,36,1623
2020-10-15,,-1,Ziekenhuisopname,-1,81
2020-10-15,Groningen,20,Overleden,-1,21
2020-10-15,Groningen,20,Totaal,204,3823
2020-10-15,Groningen,20,Ziekenhuisopname,4,99
2020-10-15,Friesland,21,Overleden,0,72
2020-10-15,Friesland,21,Totaal,195,3507
2020-10-15,Friesland,21,Ziekenhuisopname,2,154
2020-10-15,Drenthe,22,Overleden,0,65
2020-10-15,Drenthe,22,Totaal,179,2834
2020-10-15,Drenthe,22,Ziekenhuisopname,1,147
2020-10-15,Overijssel,23,Overleden,0,360
2020-10-15,Overijssel,23,Totaal,284,9327
2020-10-15,Overijssel,23,Ziekenhuisopname,1,599
2020-10-15,Flevoland,24,Overleden,1,102
2020-10-15,Flevoland,24,Totaal,127,3627
2020-10-15,Flevoland,24,Ziekenhuisopname,4,314
2020-10-15,Gelderland,25,Overleden,6,730
2020-10-15,Gelderland,25,Totaal,802,19529
2020-10-15,Gelderland,25,Ziekenhuisopname,7,1653
2020-10-15,Utrecht,26,Overleden,1,464
2020-10-15,Utrecht,26,Totaal,857,17342
2020-10-15,Utrecht,26,Ziekenhuisopname,5,1041
2020-10-15,Noord-Holland,27,Overleden,7,916
2020-10-15,Noord-Holland,27,Totaal,1191,40498
2020-10-15,Noord-Holland,27,Ziekenhuisopname,18,2058
2020-10-15,Zuid-Holland,28,Overleden,9,1495
2020-10-15,Zuid-Holland,28,Totaal,2215,60796
2020-10-15,Zuid-Holland,28,Ziekenhuisopname,22,2798
2020-10-15,Zeeland,29,Overleden,0,76
2020-10-15,Zeeland,29,Totaal,73,2068
2020-10-15,Zeeland,29,Ziekenhuisopname,0,160
2020-10-15,Noord-Brabant,30,Overleden,6,1599
2020-10-15,Noord-Brabant,30,Totaal,1388,29550
2020-10-15,Noord-Brabant,30,Ziekenhuisopname,8,2906
2020-10-15,Limburg,31,Overleden,0,773
2020-10-15,Limburg,31,Totaal,240,9430
2020-10-15,Limburg,31,Ziekenhuisopname,3,1608
