Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-03-05,,-1,Overleden,,
2020-03-05,,-1,Totaal,4,5
2020-03-05,,-1,Ziekenhuisopname,,
2020-03-05,Groningen,20,Overleden,,
2020-03-05,Groningen,20,Totaal,0,0
2020-03-05,Groningen,20,Ziekenhuisopname,,
2020-03-05,Friesland,21,Overleden,,
2020-03-05,Friesland,21,Totaal,0,0
2020-03-05,Friesland,21,Ziekenhuisopname,,
2020-03-05,Drenthe,22,Overleden,,
2020-03-05,Drenthe,22,Totaal,1,3
2020-03-05,Drenthe,22,Ziekenhuisopname,,
2020-03-05,Overijssel,23,Overleden,,
2020-03-05,Overijssel,23,Totaal,1,1
2020-03-05,Overijssel,23,Ziekenhuisopname,,
2020-03-05,Flevoland,24,Overleden,,
2020-03-05,Flevoland,24,Totaal,1,1
2020-03-05,Flevoland,24,Ziekenhuisopname,,
2020-03-05,Gelderland,25,Overleden,,
2020-03-05,Gelderland,25,Totaal,1,2
2020-03-05,Gelderland,25,Ziekenhuisopname,,
2020-03-05,Utrecht,26,Overleden,,
2020-03-05,Utrecht,26,Totaal,20,23
2020-03-05,Utrecht,26,Ziekenhuisopname,,
2020-03-05,Noord-Holland,27,Overleden,,
2020-03-05,Noord-Holland,27,Totaal,2,9
2020-03-05,Noord-Holland,27,Ziekenhuisopname,,
2020-03-05,Zuid-Holland,28,Overleden,,
2020-03-05,Zuid-Holland,28,Totaal,5,12
2020-03-05,Zuid-Holland,28,Ziekenhuisopname,,
2020-03-05,Zeeland,29,Overleden,,
2020-03-05,Zeeland,29,Totaal,0,0
2020-03-05,Zeeland,29,Ziekenhuisopname,,
2020-03-05,Noord-Brabant,30,Overleden,,
2020-03-05,Noord-Brabant,30,Totaal,7,24
2020-03-05,Noord-Brabant,30,Ziekenhuisopname,,
2020-03-05,Limburg,31,Overleden,,
2020-03-05,Limburg,31,Totaal,2,2
2020-03-05,Limburg,31,Ziekenhuisopname,,
