Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-08-15,,-1,Overleden,0,18
2020-08-15,,-1,Totaal,6,576
2020-08-15,,-1,Ziekenhuisopname,0,64
2020-08-15,Groningen,20,Overleden,0,17
2020-08-15,Groningen,20,Totaal,8,490
2020-08-15,Groningen,20,Ziekenhuisopname,0,74
2020-08-15,Friesland,21,Overleden,0,69
2020-08-15,Friesland,21,Totaal,5,726
2020-08-15,Friesland,21,Ziekenhuisopname,0,130
2020-08-15,Drenthe,22,Overleden,0,41
2020-08-15,Drenthe,22,Totaal,2,581
2020-08-15,Drenthe,22,Ziekenhuisopname,0,119
2020-08-15,Overijssel,23,Overleden,0,311
2020-08-15,Overijssel,23,Totaal,7,3308
2020-08-15,Overijssel,23,Ziekenhuisopname,0,548
2020-08-15,Flevoland,24,Overleden,0,93
2020-08-15,Flevoland,24,Totaal,6,1146
2020-08-15,Flevoland,24,Ziekenhuisopname,0,273
2020-08-15,Gelderland,25,Overleden,0,685
2020-08-15,Gelderland,25,Totaal,21,6922
2020-08-15,Gelderland,25,Ziekenhuisopname,0,1512
2020-08-15,Utrecht,26,Overleden,0,432
2020-08-15,Utrecht,26,Totaal,29,4888
2020-08-15,Utrecht,26,Ziekenhuisopname,0,892
2020-08-15,Noord-Holland,27,Overleden,0,820
2020-08-15,Noord-Holland,27,Totaal,194,10225
2020-08-15,Noord-Holland,27,Ziekenhuisopname,0,1671
2020-08-15,Zuid-Holland,28,Overleden,1,1316
2020-08-15,Zuid-Holland,28,Totaal,267,16506
2020-08-15,Zuid-Holland,28,Ziekenhuisopname,5,2250
2020-08-15,Zeeland,29,Overleden,0,69
2020-08-15,Zeeland,29,Totaal,5,962
2020-08-15,Zeeland,29,Ziekenhuisopname,0,152
2020-08-15,Noord-Brabant,30,Overleden,1,1544
2020-08-15,Noord-Brabant,30,Totaal,69,11064
2020-08-15,Noord-Brabant,30,Ziekenhuisopname,0,2775
2020-08-15,Limburg,31,Overleden,0,754
2020-08-15,Limburg,31,Totaal,36,5101
2020-08-15,Limburg,31,Ziekenhuisopname,2,1567
