Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-06-06,,-1,Overleden,0,18
2020-06-06,,-1,Totaal,3,487
2020-06-06,,-1,Ziekenhuisopname,0,61
2020-06-06,Groningen,20,Overleden,0,17
2020-06-06,Groningen,20,Totaal,2,352
2020-06-06,Groningen,20,Ziekenhuisopname,0,74
2020-06-06,Friesland,21,Overleden,0,65
2020-06-06,Friesland,21,Totaal,0,612
2020-06-06,Friesland,21,Ziekenhuisopname,0,130
2020-06-06,Drenthe,22,Overleden,0,40
2020-06-06,Drenthe,22,Totaal,1,519
2020-06-06,Drenthe,22,Ziekenhuisopname,0,116
2020-06-06,Overijssel,23,Overleden,0,307
2020-06-06,Overijssel,23,Totaal,7,2998
2020-06-06,Overijssel,23,Ziekenhuisopname,0,547
2020-06-06,Flevoland,24,Overleden,0,89
2020-06-06,Flevoland,24,Totaal,4,945
2020-06-06,Flevoland,24,Ziekenhuisopname,0,266
2020-06-06,Gelderland,25,Overleden,0,671
2020-06-06,Gelderland,25,Totaal,26,6085
2020-06-06,Gelderland,25,Ziekenhuisopname,2,1499
2020-06-06,Utrecht,26,Overleden,0,418
2020-06-06,Utrecht,26,Totaal,18,3733
2020-06-06,Utrecht,26,Ziekenhuisopname,0,868
2020-06-06,Noord-Holland,27,Overleden,1,805
2020-06-06,Noord-Holland,27,Totaal,9,6749
2020-06-06,Noord-Holland,27,Ziekenhuisopname,0,1620
2020-06-06,Zuid-Holland,28,Overleden,4,1258
2020-06-06,Zuid-Holland,28,Totaal,68,10251
2020-06-06,Zuid-Holland,28,Ziekenhuisopname,1,2148
2020-06-06,Zeeland,29,Overleden,0,67
2020-06-06,Zeeland,29,Totaal,1,709
2020-06-06,Zeeland,29,Ziekenhuisopname,0,150
2020-06-06,Noord-Brabant,30,Overleden,1,1518
2020-06-06,Noord-Brabant,30,Totaal,29,9152
2020-06-06,Noord-Brabant,30,Ziekenhuisopname,0,2748
2020-06-06,Limburg,31,Overleden,0,738
2020-06-06,Limburg,31,Totaal,15,4743
2020-06-06,Limburg,31,Ziekenhuisopname,0,1558
