Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-09-14,,-1,Overleden,0,18
2020-09-14,,-1,Totaal,2,714
2020-09-14,,-1,Ziekenhuisopname,0,66
2020-09-14,Groningen,20,Overleden,0,19
2020-09-14,Groningen,20,Totaal,34,809
2020-09-14,Groningen,20,Ziekenhuisopname,0,75
2020-09-14,Friesland,21,Overleden,0,69
2020-09-14,Friesland,21,Totaal,12,902
2020-09-14,Friesland,21,Ziekenhuisopname,0,132
2020-09-14,Drenthe,22,Overleden,0,41
2020-09-14,Drenthe,22,Totaal,5,655
2020-09-14,Drenthe,22,Ziekenhuisopname,0,119
2020-09-14,Overijssel,23,Overleden,0,314
2020-09-14,Overijssel,23,Totaal,44,3793
2020-09-14,Overijssel,23,Ziekenhuisopname,0,554
2020-09-14,Flevoland,24,Overleden,0,96
2020-09-14,Flevoland,24,Totaal,27,1588
2020-09-14,Flevoland,24,Ziekenhuisopname,0,277
2020-09-14,Gelderland,25,Overleden,0,692
2020-09-14,Gelderland,25,Totaal,131,8432
2020-09-14,Gelderland,25,Ziekenhuisopname,0,1526
2020-09-14,Utrecht,26,Overleden,0,437
2020-09-14,Utrecht,26,Totaal,108,6547
2020-09-14,Utrecht,26,Ziekenhuisopname,0,923
2020-09-14,Noord-Holland,27,Overleden,1,834
2020-09-14,Noord-Holland,27,Totaal,315,15755
2020-09-14,Noord-Holland,27,Ziekenhuisopname,3,1740
2020-09-14,Zuid-Holland,28,Overleden,1,1355
2020-09-14,Zuid-Holland,28,Totaal,471,23801
2020-09-14,Zuid-Holland,28,Ziekenhuisopname,4,2361
2020-09-14,Zeeland,29,Overleden,0,72
2020-09-14,Zeeland,29,Totaal,4,1139
2020-09-14,Zeeland,29,Ziekenhuisopname,0,152
2020-09-14,Noord-Brabant,30,Overleden,0,1551
2020-09-14,Noord-Brabant,30,Totaal,113,13470
2020-09-14,Noord-Brabant,30,Ziekenhuisopname,0,2791
2020-09-14,Limburg,31,Overleden,0,758
2020-09-14,Limburg,31,Totaal,34,5794
2020-09-14,Limburg,31,Ziekenhuisopname,1,1575
