Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-07-21,,-1,Overleden,0,18
2020-07-21,,-1,Totaal,3,494
2020-07-21,,-1,Ziekenhuisopname,0,61
2020-07-21,Groningen,20,Overleden,0,17
2020-07-21,Groningen,20,Totaal,1,369
2020-07-21,Groningen,20,Ziekenhuisopname,0,74
2020-07-21,Friesland,21,Overleden,0,69
2020-07-21,Friesland,21,Totaal,0,643
2020-07-21,Friesland,21,Ziekenhuisopname,0,130
2020-07-21,Drenthe,22,Overleden,0,41
2020-07-21,Drenthe,22,Totaal,1,540
2020-07-21,Drenthe,22,Ziekenhuisopname,0,118
2020-07-21,Overijssel,23,Overleden,0,311
2020-07-21,Overijssel,23,Totaal,3,3156
2020-07-21,Overijssel,23,Ziekenhuisopname,0,546
2020-07-21,Flevoland,24,Overleden,0,92
2020-07-21,Flevoland,24,Totaal,1,983
2020-07-21,Flevoland,24,Ziekenhuisopname,1,265
2020-07-21,Gelderland,25,Overleden,0,684
2020-07-21,Gelderland,25,Totaal,10,6544
2020-07-21,Gelderland,25,Ziekenhuisopname,0,1513
2020-07-21,Utrecht,26,Overleden,0,429
2020-07-21,Utrecht,26,Totaal,10,4196
2020-07-21,Utrecht,26,Ziekenhuisopname,0,884
2020-07-21,Noord-Holland,27,Overleden,0,814
2020-07-21,Noord-Holland,27,Totaal,34,7592
2020-07-21,Noord-Holland,27,Ziekenhuisopname,1,1638
2020-07-21,Zuid-Holland,28,Overleden,-1,1304
2020-07-21,Zuid-Holland,28,Totaal,80,12039
2020-07-21,Zuid-Holland,28,Ziekenhuisopname,0,2199
2020-07-21,Zeeland,29,Overleden,0,69
2020-07-21,Zeeland,29,Totaal,3,800
2020-07-21,Zeeland,29,Ziekenhuisopname,0,151
2020-07-21,Noord-Brabant,30,Overleden,0,1535
2020-07-21,Noord-Brabant,30,Totaal,14,9819
2020-07-21,Noord-Brabant,30,Ziekenhuisopname,0,2761
2020-07-21,Limburg,31,Overleden,1,753
2020-07-21,Limburg,31,Totaal,3,4898
2020-07-21,Limburg,31,Ziekenhuisopname,0,1562
