Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-07-09,,-1,Overleden,0,18
2020-07-09,,-1,Totaal,0,492
2020-07-09,,-1,Ziekenhuisopname,0,61
2020-07-09,Groningen,20,Overleden,0,17
2020-07-09,Groningen,20,Totaal,1,366
2020-07-09,Groningen,20,Ziekenhuisopname,0,74
2020-07-09,Friesland,21,Overleden,0,69
2020-07-09,Friesland,21,Totaal,0,636
2020-07-09,Friesland,21,Ziekenhuisopname,0,130
2020-07-09,Drenthe,22,Overleden,0,41
2020-07-09,Drenthe,22,Totaal,-1,531
2020-07-09,Drenthe,22,Ziekenhuisopname,0,117
2020-07-09,Overijssel,23,Overleden,0,310
2020-07-09,Overijssel,23,Totaal,-3,3114
2020-07-09,Overijssel,23,Ziekenhuisopname,-2,546
2020-07-09,Flevoland,24,Overleden,0,92
2020-07-09,Flevoland,24,Totaal,0,988
2020-07-09,Flevoland,24,Ziekenhuisopname,0,266
2020-07-09,Gelderland,25,Overleden,0,686
2020-07-09,Gelderland,25,Totaal,2,6502
2020-07-09,Gelderland,25,Ziekenhuisopname,0,1514
2020-07-09,Utrecht,26,Overleden,1,430
2020-07-09,Utrecht,26,Totaal,12,4070
2020-07-09,Utrecht,26,Ziekenhuisopname,0,881
2020-07-09,Noord-Holland,27,Overleden,1,817
2020-07-09,Noord-Holland,27,Totaal,7,7343
2020-07-09,Noord-Holland,27,Ziekenhuisopname,0,1637
2020-07-09,Zuid-Holland,28,Overleden,0,1302
2020-07-09,Zuid-Holland,28,Totaal,23,11463
2020-07-09,Zuid-Holland,28,Ziekenhuisopname,0,2187
2020-07-09,Zeeland,29,Overleden,0,69
2020-07-09,Zeeland,29,Totaal,0,740
2020-07-09,Zeeland,29,Ziekenhuisopname,0,150
2020-07-09,Noord-Brabant,30,Overleden,0,1537
2020-07-09,Noord-Brabant,30,Totaal,9,9672
2020-07-09,Noord-Brabant,30,Ziekenhuisopname,0,2762
2020-07-09,Limburg,31,Overleden,0,749
2020-07-09,Limburg,31,Totaal,2,4881
2020-07-09,Limburg,31,Ziekenhuisopname,0,1562
