Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-02-23,,-1,Overleden,0,32
2021-02-23,,-1,Totaal,16,3777
2021-02-23,,-1,Ziekenhuisopname,0,110
2021-02-23,Groningen,20,Overleden,1,173
2021-02-23,Groningen,20,Totaal,141,21977
2021-02-23,Groningen,20,Ziekenhuisopname,0,254
2021-02-23,Friesland,21,Overleden,8,380
2021-02-23,Friesland,21,Totaal,137,25408
2021-02-23,Friesland,21,Ziekenhuisopname,3,353
2021-02-23,Drenthe,22,Overleden,3,279
2021-02-23,Drenthe,22,Totaal,88,21127
2021-02-23,Drenthe,22,Ziekenhuisopname,4,367
2021-02-23,Overijssel,23,Overleden,9,1027
2021-02-23,Overijssel,23,Totaal,155,74514
2021-02-23,Overijssel,23,Ziekenhuisopname,2,1127
2021-02-23,Flevoland,24,Overleden,1,208
2021-02-23,Flevoland,24,Totaal,89,25404
2021-02-23,Flevoland,24,Ziekenhuisopname,0,522
2021-02-23,Gelderland,25,Overleden,13,1793
2021-02-23,Gelderland,25,Totaal,350,119845
2021-02-23,Gelderland,25,Ziekenhuisopname,6,2525
2021-02-23,Utrecht,26,Overleden,3,1114
2021-02-23,Utrecht,26,Totaal,270,84719
2021-02-23,Utrecht,26,Ziekenhuisopname,4,1975
2021-02-23,Noord-Holland,27,Overleden,18,2224
2021-02-23,Noord-Holland,27,Totaal,840,181416
2021-02-23,Noord-Holland,27,Ziekenhuisopname,10,3676
2021-02-23,Zuid-Holland,28,Overleden,23,3676
2021-02-23,Zuid-Holland,28,Totaal,711,251470
2021-02-23,Zuid-Holland,28,Ziekenhuisopname,23,6066
2021-02-23,Zeeland,29,Overleden,5,176
2021-02-23,Zeeland,29,Totaal,82,16069
2021-02-23,Zeeland,29,Ziekenhuisopname,0,456
2021-02-23,Noord-Brabant,30,Overleden,9,2842
2021-02-23,Noord-Brabant,30,Totaal,680,166791
2021-02-23,Noord-Brabant,30,Ziekenhuisopname,4,4249
2021-02-23,Limburg,31,Overleden,1,1408
2021-02-23,Limburg,31,Totaal,224,70173
2021-02-23,Limburg,31,Ziekenhuisopname,3,2211
