Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-09-08,,-1,Overleden,0,18
2020-09-08,,-1,Totaal,8,663
2020-09-08,,-1,Ziekenhuisopname,0,65
2020-09-08,Groningen,20,Overleden,0,19
2020-09-08,Groningen,20,Totaal,13,657
2020-09-08,Groningen,20,Ziekenhuisopname,0,75
2020-09-08,Friesland,21,Overleden,0,69
2020-09-08,Friesland,21,Totaal,1,855
2020-09-08,Friesland,21,Ziekenhuisopname,0,131
2020-09-08,Drenthe,22,Overleden,0,41
2020-09-08,Drenthe,22,Totaal,0,626
2020-09-08,Drenthe,22,Ziekenhuisopname,0,119
2020-09-08,Overijssel,23,Overleden,0,314
2020-09-08,Overijssel,23,Totaal,13,3617
2020-09-08,Overijssel,23,Ziekenhuisopname,0,553
2020-09-08,Flevoland,24,Overleden,0,95
2020-09-08,Flevoland,24,Totaal,19,1448
2020-09-08,Flevoland,24,Ziekenhuisopname,0,277
2020-09-08,Gelderland,25,Overleden,1,691
2020-09-08,Gelderland,25,Totaal,70,7848
2020-09-08,Gelderland,25,Ziekenhuisopname,0,1520
2020-09-08,Utrecht,26,Overleden,0,437
2020-09-08,Utrecht,26,Totaal,97,6018
2020-09-08,Utrecht,26,Ziekenhuisopname,0,919
2020-09-08,Noord-Holland,27,Overleden,0,830
2020-09-08,Noord-Holland,27,Totaal,299,14011
2020-09-08,Noord-Holland,27,Ziekenhuisopname,3,1716
2020-09-08,Zuid-Holland,28,Overleden,0,1350
2020-09-08,Zuid-Holland,28,Totaal,329,21289
2020-09-08,Zuid-Holland,28,Ziekenhuisopname,2,2334
2020-09-08,Zeeland,29,Overleden,0,72
2020-09-08,Zeeland,29,Totaal,7,1097
2020-09-08,Zeeland,29,Ziekenhuisopname,0,152
2020-09-08,Noord-Brabant,30,Overleden,0,1551
2020-09-08,Noord-Brabant,30,Totaal,90,12827
2020-09-08,Noord-Brabant,30,Ziekenhuisopname,1,2791
2020-09-08,Limburg,31,Overleden,0,757
2020-09-08,Limburg,31,Totaal,18,5592
2020-09-08,Limburg,31,Ziekenhuisopname,0,1573
