Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-02-21,,-1,Overleden,0,32
2021-02-21,,-1,Totaal,25,3746
2021-02-21,,-1,Ziekenhuisopname,0,109
2021-02-21,Groningen,20,Overleden,0,171
2021-02-21,Groningen,20,Totaal,190,21636
2021-02-21,Groningen,20,Ziekenhuisopname,1,252
2021-02-21,Friesland,21,Overleden,1,371
2021-02-21,Friesland,21,Totaal,241,25066
2021-02-21,Friesland,21,Ziekenhuisopname,-1,347
2021-02-21,Drenthe,22,Overleden,0,276
2021-02-21,Drenthe,22,Totaal,114,20940
2021-02-21,Drenthe,22,Ziekenhuisopname,0,362
2021-02-21,Overijssel,23,Overleden,0,1017
2021-02-21,Overijssel,23,Totaal,172,74162
2021-02-21,Overijssel,23,Ziekenhuisopname,2,1123
2021-02-21,Flevoland,24,Overleden,0,206
2021-02-21,Flevoland,24,Totaal,68,25249
2021-02-21,Flevoland,24,Ziekenhuisopname,1,520
2021-02-21,Gelderland,25,Overleden,1,1777
2021-02-21,Gelderland,25,Totaal,425,119187
2021-02-21,Gelderland,25,Ziekenhuisopname,2,2518
2021-02-21,Utrecht,26,Overleden,3,1110
2021-02-21,Utrecht,26,Totaal,324,84158
2021-02-21,Utrecht,26,Ziekenhuisopname,5,1967
2021-02-21,Noord-Holland,27,Overleden,2,2200
2021-02-21,Noord-Holland,27,Totaal,959,179755
2021-02-21,Noord-Holland,27,Ziekenhuisopname,11,3654
2021-02-21,Zuid-Holland,28,Overleden,5,3648
2021-02-21,Zuid-Holland,28,Totaal,814,249957
2021-02-21,Zuid-Holland,28,Ziekenhuisopname,15,6017
2021-02-21,Zeeland,29,Overleden,0,170
2021-02-21,Zeeland,29,Totaal,79,15910
2021-02-21,Zeeland,29,Ziekenhuisopname,0,455
2021-02-21,Noord-Brabant,30,Overleden,3,2829
2021-02-21,Noord-Brabant,30,Totaal,861,165367
2021-02-21,Noord-Brabant,30,Ziekenhuisopname,5,4239
2021-02-21,Limburg,31,Overleden,2,1399
2021-02-21,Limburg,31,Totaal,389,69621
2021-02-21,Limburg,31,Ziekenhuisopname,1,2204
