Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-03-18,,-1,Overleden,0,33
2021-03-18,,-1,Totaal,32,4396
2021-03-18,,-1,Ziekenhuisopname,2,115
2021-03-18,Groningen,20,Overleden,3,199
2021-03-18,Groningen,20,Totaal,208,25209
2021-03-18,Groningen,20,Ziekenhuisopname,2,286
2021-03-18,Friesland,21,Overleden,0,431
2021-03-18,Friesland,21,Totaal,267,29699
2021-03-18,Friesland,21,Ziekenhuisopname,5,384
2021-03-18,Drenthe,22,Overleden,0,318
2021-03-18,Drenthe,22,Totaal,137,24243
2021-03-18,Drenthe,22,Ziekenhuisopname,0,414
2021-03-18,Overijssel,23,Overleden,1,1052
2021-03-18,Overijssel,23,Totaal,438,80695
2021-03-18,Overijssel,23,Ziekenhuisopname,0,1176
2021-03-18,Flevoland,24,Overleden,1,225
2021-03-18,Flevoland,24,Totaal,124,27402
2021-03-18,Flevoland,24,Ziekenhuisopname,2,557
2021-03-18,Gelderland,25,Overleden,4,1860
2021-03-18,Gelderland,25,Totaal,583,130969
2021-03-18,Gelderland,25,Ziekenhuisopname,6,2615
2021-03-18,Utrecht,26,Overleden,0,1177
2021-03-18,Utrecht,26,Totaal,500,92898
2021-03-18,Utrecht,26,Ziekenhuisopname,5,2137
2021-03-18,Noord-Holland,27,Overleden,5,2340
2021-03-18,Noord-Holland,27,Totaal,1041,204654
2021-03-18,Noord-Holland,27,Ziekenhuisopname,17,3930
2021-03-18,Zuid-Holland,28,Overleden,16,3913
2021-03-18,Zuid-Holland,28,Totaal,1403,277042
2021-03-18,Zuid-Holland,28,Ziekenhuisopname,18,6537
2021-03-18,Zeeland,29,Overleden,0,206
2021-03-18,Zeeland,29,Totaal,146,18622
2021-03-18,Zeeland,29,Ziekenhuisopname,4,541
2021-03-18,Noord-Brabant,30,Overleden,2,2944
2021-03-18,Noord-Brabant,30,Totaal,880,185001
2021-03-18,Noord-Brabant,30,Ziekenhuisopname,8,4389
2021-03-18,Limburg,31,Overleden,1,1486
2021-03-18,Limburg,31,Totaal,356,76636
2021-03-18,Limburg,31,Ziekenhuisopname,3,2283
