Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-10-11,,-1,Overleden,0,18
2020-10-11,,-1,Totaal,41,1429
2020-10-11,,-1,Ziekenhuisopname,1,80
2020-10-11,Groningen,20,Overleden,0,22
2020-10-11,Groningen,20,Totaal,155,3136
2020-10-11,Groningen,20,Ziekenhuisopname,1,88
2020-10-11,Friesland,21,Overleden,0,72
2020-10-11,Friesland,21,Totaal,179,2750
2020-10-11,Friesland,21,Ziekenhuisopname,0,149
2020-10-11,Drenthe,22,Overleden,0,60
2020-10-11,Drenthe,22,Totaal,220,2186
2020-10-11,Drenthe,22,Ziekenhuisopname,4,141
2020-10-11,Overijssel,23,Overleden,2,353
2020-10-11,Overijssel,23,Totaal,345,7849
2020-10-11,Overijssel,23,Ziekenhuisopname,2,585
2020-10-11,Flevoland,24,Overleden,0,101
2020-10-11,Flevoland,24,Totaal,93,3104
2020-10-11,Flevoland,24,Ziekenhuisopname,1,304
2020-10-11,Gelderland,25,Overleden,2,716
2020-10-11,Gelderland,25,Totaal,592,16722
2020-10-11,Gelderland,25,Ziekenhuisopname,5,1623
2020-10-11,Utrecht,26,Overleden,3,460
2020-10-11,Utrecht,26,Totaal,554,14546
2020-10-11,Utrecht,26,Ziekenhuisopname,3,1000
2020-10-11,Noord-Holland,27,Overleden,5,897
2020-10-11,Noord-Holland,27,Totaal,1055,35110
2020-10-11,Noord-Holland,27,Ziekenhuisopname,11,1991
2020-10-11,Zuid-Holland,28,Overleden,4,1461
2020-10-11,Zuid-Holland,28,Totaal,1845,52541
2020-10-11,Zuid-Holland,28,Ziekenhuisopname,18,2708
2020-10-11,Zeeland,29,Overleden,0,72
2020-10-11,Zeeland,29,Totaal,71,1841
2020-10-11,Zeeland,29,Ziekenhuisopname,1,159
2020-10-11,Noord-Brabant,30,Overleden,1,1583
2020-10-11,Noord-Brabant,30,Totaal,967,25045
2020-10-11,Noord-Brabant,30,Ziekenhuisopname,5,2876
2020-10-11,Limburg,31,Overleden,0,769
2020-10-11,Limburg,31,Totaal,256,8394
2020-10-11,Limburg,31,Ziekenhuisopname,1,1597
