Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-12-14,,-1,Overleden,0,32
2020-12-14,,-1,Totaal,10,3259
2020-12-14,,-1,Ziekenhuisopname,0,109
2020-12-14,Groningen,20,Overleden,0,58
2020-12-14,Groningen,20,Totaal,238,10740
2020-12-14,Groningen,20,Ziekenhuisopname,1,161
2020-12-14,Friesland,21,Overleden,0,145
2020-12-14,Friesland,21,Totaal,263,10735
2020-12-14,Friesland,21,Ziekenhuisopname,0,218
2020-12-14,Drenthe,22,Overleden,1,118
2020-12-14,Drenthe,22,Totaal,189,9404
2020-12-14,Drenthe,22,Ziekenhuisopname,5,232
2020-12-14,Overijssel,23,Overleden,0,575
2020-12-14,Overijssel,23,Totaal,512,38452
2020-12-14,Overijssel,23,Ziekenhuisopname,1,790
2020-12-14,Flevoland,24,Overleden,0,150
2020-12-14,Flevoland,24,Totaal,334,14160
2020-12-14,Flevoland,24,Ziekenhuisopname,4,416
2020-12-14,Gelderland,25,Overleden,6,1133
2020-12-14,Gelderland,25,Totaal,1145,64550
2020-12-14,Gelderland,25,Ziekenhuisopname,9,2100
2020-12-14,Utrecht,26,Overleden,2,754
2020-12-14,Utrecht,26,Totaal,726,52873
2020-12-14,Utrecht,26,Ziekenhuisopname,11,1523
2020-12-14,Noord-Holland,27,Overleden,8,1398
2020-12-14,Noord-Holland,27,Totaal,1251,109505
2020-12-14,Noord-Holland,27,Ziekenhuisopname,8,2866
2020-12-14,Zuid-Holland,28,Overleden,7,2523
2020-12-14,Zuid-Holland,28,Totaal,1668,168806
2020-12-14,Zuid-Holland,28,Ziekenhuisopname,16,4430
2020-12-14,Zeeland,29,Overleden,0,105
2020-12-14,Zeeland,29,Totaal,99,7677
2020-12-14,Zeeland,29,Ziekenhuisopname,0,254
2020-12-14,Noord-Brabant,30,Overleden,8,2161
2020-12-14,Noord-Brabant,30,Totaal,1319,98978
2020-12-14,Noord-Brabant,30,Ziekenhuisopname,12,3617
2020-12-14,Limburg,31,Overleden,2,930
2020-12-14,Limburg,31,Totaal,703,32805
2020-12-14,Limburg,31,Ziekenhuisopname,8,1836
