Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-09-15,,-1,Overleden,0,18
2020-09-15,,-1,Totaal,4,718
2020-09-15,,-1,Ziekenhuisopname,1,67
2020-09-15,Groningen,20,Overleden,0,19
2020-09-15,Groningen,20,Totaal,41,850
2020-09-15,Groningen,20,Ziekenhuisopname,0,75
2020-09-15,Friesland,21,Overleden,0,69
2020-09-15,Friesland,21,Totaal,19,921
2020-09-15,Friesland,21,Ziekenhuisopname,0,132
2020-09-15,Drenthe,22,Overleden,0,41
2020-09-15,Drenthe,22,Totaal,8,663
2020-09-15,Drenthe,22,Ziekenhuisopname,1,120
2020-09-15,Overijssel,23,Overleden,0,314
2020-09-15,Overijssel,23,Totaal,41,3834
2020-09-15,Overijssel,23,Ziekenhuisopname,0,554
2020-09-15,Flevoland,24,Overleden,0,96
2020-09-15,Flevoland,24,Totaal,25,1613
2020-09-15,Flevoland,24,Ziekenhuisopname,0,277
2020-09-15,Gelderland,25,Overleden,0,692
2020-09-15,Gelderland,25,Totaal,118,8550
2020-09-15,Gelderland,25,Ziekenhuisopname,2,1528
2020-09-15,Utrecht,26,Overleden,0,437
2020-09-15,Utrecht,26,Totaal,112,6659
2020-09-15,Utrecht,26,Ziekenhuisopname,6,929
2020-09-15,Noord-Holland,27,Overleden,2,836
2020-09-15,Noord-Holland,27,Totaal,412,16167
2020-09-15,Noord-Holland,27,Ziekenhuisopname,4,1744
2020-09-15,Zuid-Holland,28,Overleden,0,1355
2020-09-15,Zuid-Holland,28,Totaal,457,24258
2020-09-15,Zuid-Holland,28,Ziekenhuisopname,9,2370
2020-09-15,Zeeland,29,Overleden,0,72
2020-09-15,Zeeland,29,Totaal,8,1147
2020-09-15,Zeeland,29,Ziekenhuisopname,0,152
2020-09-15,Noord-Brabant,30,Overleden,0,1551
2020-09-15,Noord-Brabant,30,Totaal,109,13579
2020-09-15,Noord-Brabant,30,Ziekenhuisopname,1,2792
2020-09-15,Limburg,31,Overleden,0,758
2020-09-15,Limburg,31,Totaal,25,5819
2020-09-15,Limburg,31,Ziekenhuisopname,0,1575
