Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-03-29,,-1,Overleden,1,7
2020-03-29,,-1,Totaal,18,181
2020-03-29,,-1,Ziekenhuisopname,1,28
2020-03-29,Groningen,20,Overleden,0,1
2020-03-29,Groningen,20,Totaal,7,141
2020-03-29,Groningen,20,Ziekenhuisopname,4,33
2020-03-29,Friesland,21,Overleden,1,4
2020-03-29,Friesland,21,Totaal,23,119
2020-03-29,Friesland,21,Ziekenhuisopname,11,56
2020-03-29,Drenthe,22,Overleden,0,3
2020-03-29,Drenthe,22,Totaal,15,112
2020-03-29,Drenthe,22,Ziekenhuisopname,2,26
2020-03-29,Overijssel,23,Overleden,5,37
2020-03-29,Overijssel,23,Totaal,73,588
2020-03-29,Overijssel,23,Ziekenhuisopname,18,151
2020-03-29,Flevoland,24,Overleden,0,5
2020-03-29,Flevoland,24,Totaal,17,135
2020-03-29,Flevoland,24,Ziekenhuisopname,9,77
2020-03-29,Gelderland,25,Overleden,13,75
2020-03-29,Gelderland,25,Totaal,182,1254
2020-03-29,Gelderland,25,Ziekenhuisopname,69,438
2020-03-29,Utrecht,26,Overleden,9,41
2020-03-29,Utrecht,26,Totaal,83,888
2020-03-29,Utrecht,26,Ziekenhuisopname,15,179
2020-03-29,Noord-Holland,27,Overleden,12,64
2020-03-29,Noord-Holland,27,Totaal,153,1515
2020-03-29,Noord-Holland,27,Ziekenhuisopname,78,516
2020-03-29,Zuid-Holland,28,Overleden,13,50
2020-03-29,Zuid-Holland,28,Totaal,154,1650
2020-03-29,Zuid-Holland,28,Ziekenhuisopname,88,568
2020-03-29,Zeeland,29,Overleden,1,8
2020-03-29,Zeeland,29,Totaal,13,133
2020-03-29,Zeeland,29,Ziekenhuisopname,4,66
2020-03-29,Noord-Brabant,30,Overleden,55,339
2020-03-29,Noord-Brabant,30,Totaal,271,2977
2020-03-29,Noord-Brabant,30,Ziekenhuisopname,180,902
2020-03-29,Limburg,31,Overleden,22,137
2020-03-29,Limburg,31,Totaal,95,1173
2020-03-29,Limburg,31,Ziekenhuisopname,50,443
