Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-09-06,,-1,Overleden,0,18
2020-09-06,,-1,Totaal,4,649
2020-09-06,,-1,Ziekenhuisopname,0,65
2020-09-06,Groningen,20,Overleden,0,19
2020-09-06,Groningen,20,Totaal,6,632
2020-09-06,Groningen,20,Ziekenhuisopname,0,75
2020-09-06,Friesland,21,Overleden,0,69
2020-09-06,Friesland,21,Totaal,6,846
2020-09-06,Friesland,21,Ziekenhuisopname,0,131
2020-09-06,Drenthe,22,Overleden,0,41
2020-09-06,Drenthe,22,Totaal,3,620
2020-09-06,Drenthe,22,Ziekenhuisopname,0,119
2020-09-06,Overijssel,23,Overleden,0,314
2020-09-06,Overijssel,23,Totaal,24,3589
2020-09-06,Overijssel,23,Ziekenhuisopname,0,553
2020-09-06,Flevoland,24,Overleden,0,95
2020-09-06,Flevoland,24,Totaal,24,1411
2020-09-06,Flevoland,24,Ziekenhuisopname,0,276
2020-09-06,Gelderland,25,Overleden,1,690
2020-09-06,Gelderland,25,Totaal,73,7710
2020-09-06,Gelderland,25,Ziekenhuisopname,0,1519
2020-09-06,Utrecht,26,Overleden,0,437
2020-09-06,Utrecht,26,Totaal,71,5836
2020-09-06,Utrecht,26,Ziekenhuisopname,0,918
2020-09-06,Noord-Holland,27,Overleden,0,830
2020-09-06,Noord-Holland,27,Totaal,207,13497
2020-09-06,Noord-Holland,27,Ziekenhuisopname,4,1712
2020-09-06,Zuid-Holland,28,Overleden,0,1350
2020-09-06,Zuid-Holland,28,Totaal,373,20703
2020-09-06,Zuid-Holland,28,Ziekenhuisopname,1,2327
2020-09-06,Zeeland,29,Overleden,0,72
2020-09-06,Zeeland,29,Totaal,12,1087
2020-09-06,Zeeland,29,Ziekenhuisopname,0,152
2020-09-06,Noord-Brabant,30,Overleden,1,1551
2020-09-06,Noord-Brabant,30,Totaal,97,12651
2020-09-06,Noord-Brabant,30,Ziekenhuisopname,0,2790
2020-09-06,Limburg,31,Overleden,0,757
2020-09-06,Limburg,31,Totaal,25,5556
2020-09-06,Limburg,31,Ziekenhuisopname,0,1573
