Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-07-27,,-1,Overleden,0,18
2020-07-27,,-1,Totaal,3,502
2020-07-27,,-1,Ziekenhuisopname,0,61
2020-07-27,Groningen,20,Overleden,0,17
2020-07-27,Groningen,20,Totaal,2,377
2020-07-27,Groningen,20,Ziekenhuisopname,0,74
2020-07-27,Friesland,21,Overleden,0,69
2020-07-27,Friesland,21,Totaal,1,648
2020-07-27,Friesland,21,Ziekenhuisopname,0,130
2020-07-27,Drenthe,22,Overleden,0,41
2020-07-27,Drenthe,22,Totaal,0,549
2020-07-27,Drenthe,22,Ziekenhuisopname,0,119
2020-07-27,Overijssel,23,Overleden,0,311
2020-07-27,Overijssel,23,Totaal,4,3168
2020-07-27,Overijssel,23,Ziekenhuisopname,0,547
2020-07-27,Flevoland,24,Overleden,0,92
2020-07-27,Flevoland,24,Totaal,1,991
2020-07-27,Flevoland,24,Ziekenhuisopname,0,264
2020-07-27,Gelderland,25,Overleden,0,684
2020-07-27,Gelderland,25,Totaal,6,6583
2020-07-27,Gelderland,25,Ziekenhuisopname,0,1510
2020-07-27,Utrecht,26,Overleden,0,429
2020-07-27,Utrecht,26,Totaal,9,4273
2020-07-27,Utrecht,26,Ziekenhuisopname,0,885
2020-07-27,Noord-Holland,27,Overleden,0,815
2020-07-27,Noord-Holland,27,Totaal,61,7838
2020-07-27,Noord-Holland,27,Ziekenhuisopname,0,1641
2020-07-27,Zuid-Holland,28,Overleden,0,1307
2020-07-27,Zuid-Holland,28,Totaal,90,12540
2020-07-27,Zuid-Holland,28,Ziekenhuisopname,4,2205
2020-07-27,Zeeland,29,Overleden,0,69
2020-07-27,Zeeland,29,Totaal,8,835
2020-07-27,Zeeland,29,Ziekenhuisopname,0,151
2020-07-27,Noord-Brabant,30,Overleden,1,1536
2020-07-27,Noord-Brabant,30,Totaal,16,9935
2020-07-27,Noord-Brabant,30,Ziekenhuisopname,1,2764
2020-07-27,Limburg,31,Overleden,0,753
2020-07-27,Limburg,31,Totaal,4,4912
2020-07-27,Limburg,31,Ziekenhuisopname,0,1562
