Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-08-11,,-1,Overleden,0,18
2020-08-11,,-1,Totaal,3,549
2020-08-11,,-1,Ziekenhuisopname,1,64
2020-08-11,Groningen,20,Overleden,0,17
2020-08-11,Groningen,20,Totaal,5,446
2020-08-11,Groningen,20,Ziekenhuisopname,0,74
2020-08-11,Friesland,21,Overleden,0,69
2020-08-11,Friesland,21,Totaal,13,690
2020-08-11,Friesland,21,Ziekenhuisopname,0,130
2020-08-11,Drenthe,22,Overleden,0,41
2020-08-11,Drenthe,22,Totaal,2,573
2020-08-11,Drenthe,22,Ziekenhuisopname,0,119
2020-08-11,Overijssel,23,Overleden,0,311
2020-08-11,Overijssel,23,Totaal,7,3255
2020-08-11,Overijssel,23,Ziekenhuisopname,0,547
2020-08-11,Flevoland,24,Overleden,0,93
2020-08-11,Flevoland,24,Totaal,45,1102
2020-08-11,Flevoland,24,Ziekenhuisopname,2,271
2020-08-11,Gelderland,25,Overleden,1,685
2020-08-11,Gelderland,25,Totaal,35,6819
2020-08-11,Gelderland,25,Ziekenhuisopname,0,1512
2020-08-11,Utrecht,26,Overleden,0,432
2020-08-11,Utrecht,26,Totaal,43,4728
2020-08-11,Utrecht,26,Ziekenhuisopname,0,892
2020-08-11,Noord-Holland,27,Overleden,0,816
2020-08-11,Noord-Holland,27,Totaal,185,9563
2020-08-11,Noord-Holland,27,Ziekenhuisopname,1,1666
2020-08-11,Zuid-Holland,28,Overleden,1,1313
2020-08-11,Zuid-Holland,28,Totaal,287,15471
2020-08-11,Zuid-Holland,28,Ziekenhuisopname,5,2231
2020-08-11,Zeeland,29,Overleden,0,69
2020-08-11,Zeeland,29,Totaal,26,944
2020-08-11,Zeeland,29,Ziekenhuisopname,0,152
2020-08-11,Noord-Brabant,30,Overleden,0,1541
2020-08-11,Noord-Brabant,30,Totaal,107,10816
2020-08-11,Noord-Brabant,30,Ziekenhuisopname,0,2773
2020-08-11,Limburg,31,Overleden,0,754
2020-08-11,Limburg,31,Totaal,21,5017
2020-08-11,Limburg,31,Ziekenhuisopname,1,1563
