Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-04-25,,-1,Overleden,0,39
2020-04-25,,-1,Totaal,6,517
2020-04-25,,-1,Ziekenhuisopname,-1,79
2020-04-25,Groningen,20,Overleden,0,12
2020-04-25,Groningen,20,Totaal,3,326
2020-04-25,Groningen,20,Ziekenhuisopname,0,71
2020-04-25,Friesland,21,Overleden,1,52
2020-04-25,Friesland,21,Totaal,4,514
2020-04-25,Friesland,21,Ziekenhuisopname,1,124
2020-04-25,Drenthe,22,Overleden,0,28
2020-04-25,Drenthe,22,Totaal,12,449
2020-04-25,Drenthe,22,Ziekenhuisopname,4,106
2020-04-25,Overijssel,23,Overleden,15,238
2020-04-25,Overijssel,23,Totaal,38,2551
2020-04-25,Overijssel,23,Ziekenhuisopname,3,524
2020-04-25,Flevoland,24,Overleden,3,35
2020-04-25,Flevoland,24,Totaal,25,684
2020-04-25,Flevoland,24,Ziekenhuisopname,7,237
2020-04-25,Gelderland,25,Overleden,13,518
2020-04-25,Gelderland,25,Totaal,94,4735
2020-04-25,Gelderland,25,Ziekenhuisopname,22,1225
2020-04-25,Utrecht,26,Overleden,6,305
2020-04-25,Utrecht,26,Totaal,43,2613
2020-04-25,Utrecht,26,Ziekenhuisopname,2,769
2020-04-25,Noord-Holland,27,Overleden,11,534
2020-04-25,Noord-Holland,27,Totaal,73,5298
2020-04-25,Noord-Holland,27,Ziekenhuisopname,11,1454
2020-04-25,Zuid-Holland,28,Overleden,30,740
2020-04-25,Zuid-Holland,28,Totaal,187,7579
2020-04-25,Zuid-Holland,28,Ziekenhuisopname,21,1779
2020-04-25,Zeeland,29,Overleden,0,50
2020-04-25,Zeeland,29,Totaal,3,559
2020-04-25,Zeeland,29,Ziekenhuisopname,1,142
2020-04-25,Noord-Brabant,30,Overleden,24,1279
2020-04-25,Noord-Brabant,30,Totaal,120,7525
2020-04-25,Noord-Brabant,30,Ziekenhuisopname,27,2433
2020-04-25,Limburg,31,Overleden,17,579
2020-04-25,Limburg,31,Totaal,47,3840
2020-04-25,Limburg,31,Ziekenhuisopname,2,1438
