Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-09-03,,-1,Overleden,0,18
2020-09-03,,-1,Totaal,6,627
2020-09-03,,-1,Ziekenhuisopname,0,65
2020-09-03,Groningen,20,Overleden,0,19
2020-09-03,Groningen,20,Totaal,8,612
2020-09-03,Groningen,20,Ziekenhuisopname,0,74
2020-09-03,Friesland,21,Overleden,0,69
2020-09-03,Friesland,21,Totaal,5,832
2020-09-03,Friesland,21,Ziekenhuisopname,0,131
2020-09-03,Drenthe,22,Overleden,0,41
2020-09-03,Drenthe,22,Totaal,2,612
2020-09-03,Drenthe,22,Ziekenhuisopname,0,119
2020-09-03,Overijssel,23,Overleden,0,314
2020-09-03,Overijssel,23,Totaal,16,3539
2020-09-03,Overijssel,23,Ziekenhuisopname,0,553
2020-09-03,Flevoland,24,Overleden,0,95
2020-09-03,Flevoland,24,Totaal,17,1362
2020-09-03,Flevoland,24,Ziekenhuisopname,0,276
2020-09-03,Gelderland,25,Overleden,1,689
2020-09-03,Gelderland,25,Totaal,32,7553
2020-09-03,Gelderland,25,Ziekenhuisopname,1,1519
2020-09-03,Utrecht,26,Overleden,0,436
2020-09-03,Utrecht,26,Totaal,32,5626
2020-09-03,Utrecht,26,Ziekenhuisopname,0,916
2020-09-03,Noord-Holland,27,Overleden,0,829
2020-09-03,Noord-Holland,27,Totaal,151,12903
2020-09-03,Noord-Holland,27,Ziekenhuisopname,2,1706
2020-09-03,Zuid-Holland,28,Overleden,-1,1347
2020-09-03,Zuid-Holland,28,Totaal,248,19856
2020-09-03,Zuid-Holland,28,Ziekenhuisopname,2,2321
2020-09-03,Zeeland,29,Overleden,0,72
2020-09-03,Zeeland,29,Totaal,3,1059
2020-09-03,Zeeland,29,Ziekenhuisopname,0,152
2020-09-03,Noord-Brabant,30,Overleden,0,1550
2020-09-03,Noord-Brabant,30,Totaal,64,12400
2020-09-03,Noord-Brabant,30,Ziekenhuisopname,0,2788
2020-09-03,Limburg,31,Overleden,0,756
2020-09-03,Limburg,31,Totaal,17,5483
2020-09-03,Limburg,31,Ziekenhuisopname,0,1573
