Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-01-17,,-1,Overleden,0,32
2021-01-17,,-1,Totaal,-40,3677
2021-01-17,,-1,Ziekenhuisopname,0,111
2021-01-17,Groningen,20,Overleden,0,116
2021-01-17,Groningen,20,Totaal,191,17114
2021-01-17,Groningen,20,Ziekenhuisopname,0,202
2021-01-17,Friesland,21,Overleden,4,215
2021-01-17,Friesland,21,Totaal,226,18686
2021-01-17,Friesland,21,Ziekenhuisopname,1,268
2021-01-17,Drenthe,22,Overleden,0,210
2021-01-17,Drenthe,22,Totaal,157,16843
2021-01-17,Drenthe,22,Ziekenhuisopname,2,300
2021-01-17,Overijssel,23,Overleden,11,868
2021-01-17,Overijssel,23,Totaal,461,64636
2021-01-17,Overijssel,23,Ziekenhuisopname,10,992
2021-01-17,Flevoland,24,Overleden,0,177
2021-01-17,Flevoland,24,Totaal,132,22428
2021-01-17,Flevoland,24,Ziekenhuisopname,0,478
2021-01-17,Gelderland,25,Overleden,6,1504
2021-01-17,Gelderland,25,Totaal,683,103953
2021-01-17,Gelderland,25,Ziekenhuisopname,6,2362
2021-01-17,Utrecht,26,Overleden,2,979
2021-01-17,Utrecht,26,Totaal,354,74715
2021-01-17,Utrecht,26,Ziekenhuisopname,7,1753
2021-01-17,Noord-Holland,27,Overleden,8,1881
2021-01-17,Noord-Holland,27,Totaal,973,154047
2021-01-17,Noord-Holland,27,Ziekenhuisopname,9,3287
2021-01-17,Zuid-Holland,28,Overleden,5,3128
2021-01-17,Zuid-Holland,28,Totaal,936,223064
2021-01-17,Zuid-Holland,28,Ziekenhuisopname,18,5253
2021-01-17,Zeeland,29,Overleden,0,145
2021-01-17,Zeeland,29,Totaal,121,12859
2021-01-17,Zeeland,29,Ziekenhuisopname,1,336
2021-01-17,Noord-Brabant,30,Overleden,3,2536
2021-01-17,Noord-Brabant,30,Totaal,728,141501
2021-01-17,Noord-Brabant,30,Ziekenhuisopname,9,3968
2021-01-17,Limburg,31,Overleden,2,1205
2021-01-17,Limburg,31,Totaal,663,57471
2021-01-17,Limburg,31,Ziekenhuisopname,6,2063
