Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-04-16,,-1,Overleden,0,34
2021-04-16,,-1,Totaal,36,5190
2021-04-16,,-1,Ziekenhuisopname,0,127
2021-04-16,Groningen,20,Overleden,0,215
2021-04-16,Groningen,20,Totaal,127,29213
2021-04-16,Groningen,20,Ziekenhuisopname,1,317
2021-04-16,Friesland,21,Overleden,0,458
2021-04-16,Friesland,21,Totaal,176,36172
2021-04-16,Friesland,21,Ziekenhuisopname,0,441
2021-04-16,Drenthe,22,Overleden,1,338
2021-04-16,Drenthe,22,Totaal,160,28971
2021-04-16,Drenthe,22,Ziekenhuisopname,3,479
2021-04-16,Overijssel,23,Overleden,1,1092
2021-04-16,Overijssel,23,Totaal,543,91186
2021-04-16,Overijssel,23,Ziekenhuisopname,2,1243
2021-04-16,Flevoland,24,Overleden,1,228
2021-04-16,Flevoland,24,Totaal,144,31372
2021-04-16,Flevoland,24,Ziekenhuisopname,0,596
2021-04-16,Gelderland,25,Overleden,1,1929
2021-04-16,Gelderland,25,Totaal,772,153682
2021-04-16,Gelderland,25,Ziekenhuisopname,1,2754
2021-04-16,Utrecht,26,Overleden,1,1216
2021-04-16,Utrecht,26,Totaal,702,107389
2021-04-16,Utrecht,26,Ziekenhuisopname,4,2404
2021-04-16,Noord-Holland,27,Overleden,1,2475
2021-04-16,Noord-Holland,27,Totaal,1320,237467
2021-04-16,Noord-Holland,27,Ziekenhuisopname,9,4266
2021-04-16,Zuid-Holland,28,Overleden,2,4071
2021-04-16,Zuid-Holland,28,Totaal,2426,329579
2021-04-16,Zuid-Holland,28,Ziekenhuisopname,18,7249
2021-04-16,Zeeland,29,Overleden,0,230
2021-04-16,Zeeland,29,Totaal,156,23280
2021-04-16,Zeeland,29,Ziekenhuisopname,1,657
2021-04-16,Noord-Brabant,30,Overleden,3,3031
2021-04-16,Noord-Brabant,30,Totaal,1693,219292
2021-04-16,Noord-Brabant,30,Ziekenhuisopname,5,4604
2021-04-16,Limburg,31,Overleden,1,1540
2021-04-16,Limburg,31,Totaal,632,91806
2021-04-16,Limburg,31,Ziekenhuisopname,3,2419
