Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-03-23,,-1,Overleden,-1,3
2020-03-23,,-1,Totaal,20,130
2020-03-23,,-1,Ziekenhuisopname,9,20
2020-03-23,Groningen,20,Overleden,0,0
2020-03-23,Groningen,20,Totaal,11,68
2020-03-23,Groningen,20,Ziekenhuisopname,0,5
2020-03-23,Friesland,21,Overleden,0,1
2020-03-23,Friesland,21,Totaal,5,39
2020-03-23,Friesland,21,Ziekenhuisopname,4,17
2020-03-23,Drenthe,22,Overleden,1,2
2020-03-23,Drenthe,22,Totaal,7,49
2020-03-23,Drenthe,22,Ziekenhuisopname,4,8
2020-03-23,Overijssel,23,Overleden,2,8
2020-03-23,Overijssel,23,Totaal,29,217
2020-03-23,Overijssel,23,Ziekenhuisopname,12,43
2020-03-23,Flevoland,24,Overleden,1,2
2020-03-23,Flevoland,24,Totaal,7,65
2020-03-23,Flevoland,24,Ziekenhuisopname,3,39
2020-03-23,Gelderland,25,Overleden,8,16
2020-03-23,Gelderland,25,Totaal,83,511
2020-03-23,Gelderland,25,Ziekenhuisopname,41,159
2020-03-23,Utrecht,26,Overleden,0,6
2020-03-23,Utrecht,26,Totaal,57,403
2020-03-23,Utrecht,26,Ziekenhuisopname,23,83
2020-03-23,Noord-Holland,27,Overleden,4,10
2020-03-23,Noord-Holland,27,Totaal,63,571
2020-03-23,Noord-Holland,27,Ziekenhuisopname,15,133
2020-03-23,Zuid-Holland,28,Overleden,3,9
2020-03-23,Zuid-Holland,28,Totaal,62,640
2020-03-23,Zuid-Holland,28,Ziekenhuisopname,36,178
2020-03-23,Zeeland,29,Overleden,0,3
2020-03-23,Zeeland,29,Totaal,6,54
2020-03-23,Zeeland,29,Ziekenhuisopname,2,25
2020-03-23,Noord-Brabant,30,Overleden,3,104
2020-03-23,Noord-Brabant,30,Totaal,152,1520
2020-03-23,Noord-Brabant,30,Ziekenhuisopname,65,331
2020-03-23,Limburg,31,Overleden,12,49
2020-03-23,Limburg,31,Totaal,43,482
2020-03-23,Limburg,31,Ziekenhuisopname,28,189
