Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-04-25,RIVM_report_20200425,0-4,Totaal,-4,68.0
2020-04-25,RIVM_report_20200425,5-9,Totaal,1,12.0
2020-04-25,RIVM_report_20200425,10-14,Totaal,2,48.0
2020-04-25,RIVM_report_20200425,15-19,Totaal,7,333.0
2020-04-25,RIVM_report_20200425,20-24,Totaal,37,1415.0
2020-04-25,RIVM_report_20200425,25-29,Totaal,45,1783.0
2020-04-25,RIVM_report_20200425,30-34,Totaal,39,1704.0
2020-04-25,RIVM_report_20200425,35-39,Totaal,38,1502.0
2020-04-25,RIVM_report_20200425,40-44,Totaal,28,1691.0
2020-04-25,RIVM_report_20200425,45-49,Totaal,45,2494.0
2020-04-25,RIVM_report_20200425,50-54,Totaal,63,3262.0
2020-04-25,RIVM_report_20200425,55-59,Totaal,47,3615.0
2020-04-25,RIVM_report_20200425,60-64,Totaal,46,2938.0
2020-04-25,RIVM_report_20200425,65-69,Totaal,17,2037.0
2020-04-25,RIVM_report_20200425,70-74,Totaal,31,2561.0
2020-04-25,RIVM_report_20200425,75-79,Totaal,32,2915.0
2020-04-25,RIVM_report_20200425,80-84,Totaal,58,3173.0
2020-04-25,RIVM_report_20200425,85-89,Totaal,54,3138.0
2020-04-25,RIVM_report_20200425,90-94,Totaal,55,1873.0
2020-04-25,RIVM_report_20200425,95+,Totaal,14,616.0
2020-04-25,RIVM_report_20200425,Niet vermeld,Totaal,0,12.0
2020-04-25,RIVM_report_20200425,0-4,Ziekenhuisopname,0,39.0
2020-04-25,RIVM_report_20200425,5-9,Ziekenhuisopname,0,2.0
2020-04-25,RIVM_report_20200425,10-14,Ziekenhuisopname,0,7.0
2020-04-25,RIVM_report_20200425,15-19,Ziekenhuisopname,0,23.0
2020-04-25,RIVM_report_20200425,20-24,Ziekenhuisopname,3,49.0
2020-04-25,RIVM_report_20200425,25-29,Ziekenhuisopname,1,96.0
2020-04-25,RIVM_report_20200425,30-34,Ziekenhuisopname,3,130.0
2020-04-25,RIVM_report_20200425,35-39,Ziekenhuisopname,2,165.0
2020-04-25,RIVM_report_20200425,40-44,Ziekenhuisopname,0,249.0
2020-04-25,RIVM_report_20200425,45-49,Ziekenhuisopname,5,503.0
2020-04-25,RIVM_report_20200425,50-54,Ziekenhuisopname,5,739.0
2020-04-25,RIVM_report_20200425,55-59,Ziekenhuisopname,9,986.0
2020-04-25,RIVM_report_20200425,60-64,Ziekenhuisopname,11,1139.0
2020-04-25,RIVM_report_20200425,65-69,Ziekenhuisopname,10,1209.0
2020-04-25,RIVM_report_20200425,70-74,Ziekenhuisopname,18,1537.0
2020-04-25,RIVM_report_20200425,75-79,Ziekenhuisopname,16,1468.0
2020-04-25,RIVM_report_20200425,80-84,Ziekenhuisopname,11,1102.0
2020-04-25,RIVM_report_20200425,85-89,Ziekenhuisopname,5,696.0
2020-04-25,RIVM_report_20200425,90-94,Ziekenhuisopname,0,204.0
2020-04-25,RIVM_report_20200425,95+,Ziekenhuisopname,1,37.0
2020-04-25,RIVM_report_20200425,Niet vermeld,Ziekenhuisopname,0,1.0
2020-04-25,RIVM_report_20200425,0-4,Overleden,0,0.0
2020-04-25,RIVM_report_20200425,5-9,Overleden,0,0.0
2020-04-25,RIVM_report_20200425,10-14,Overleden,0,0.0
2020-04-25,RIVM_report_20200425,15-19,Overleden,0,1.0
2020-04-25,RIVM_report_20200425,20-24,Overleden,0,0.0
2020-04-25,RIVM_report_20200425,25-29,Overleden,0,3.0
2020-04-25,RIVM_report_20200425,30-34,Overleden,0,3.0
2020-04-25,RIVM_report_20200425,35-39,Overleden,0,5.0
2020-04-25,RIVM_report_20200425,40-44,Overleden,0,4.0
2020-04-25,RIVM_report_20200425,45-49,Overleden,0,15.0
2020-04-25,RIVM_report_20200425,50-54,Overleden,0,32.0
2020-04-25,RIVM_report_20200425,55-59,Overleden,3,73.0
2020-04-25,RIVM_report_20200425,60-64,Overleden,1,121.0
2020-04-25,RIVM_report_20200425,65-69,Overleden,8,258.0
2020-04-25,RIVM_report_20200425,70-74,Overleden,9,481.0
2020-04-25,RIVM_report_20200425,75-79,Overleden,24,792.0
2020-04-25,RIVM_report_20200425,80-84,Overleden,26,938.0
2020-04-25,RIVM_report_20200425,85-89,Overleden,22,953.0
2020-04-25,RIVM_report_20200425,90-94,Overleden,20,544.0
2020-04-25,RIVM_report_20200425,95+,Overleden,7,185.0
2020-04-25,RIVM_report_20200425,Niet vermeld,Overleden,0,1.0
