Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-08-04,RIVM_report_20200804,0-4,Totaal,,172.0
2020-08-04,RIVM_report_20200804,5-9,Totaal,,159.0
2020-08-04,RIVM_report_20200804,10-14,Totaal,,344.0
2020-08-04,RIVM_report_20200804,15-19,Totaal,,1177.0
2020-08-04,RIVM_report_20200804,20-24,Totaal,,3098.0
2020-08-04,RIVM_report_20200804,25-29,Totaal,,3510.0
2020-08-04,RIVM_report_20200804,30-34,Totaal,,3164.0
2020-08-04,RIVM_report_20200804,35-39,Totaal,,2746.0
2020-08-04,RIVM_report_20200804,40-44,Totaal,,2924.0
2020-08-04,RIVM_report_20200804,45-49,Totaal,,3916.0
2020-08-04,RIVM_report_20200804,50-54,Totaal,,4882.0
2020-08-04,RIVM_report_20200804,55-59,Totaal,,5143.0
2020-08-04,RIVM_report_20200804,60-64,Totaal,,4165.0
2020-08-04,RIVM_report_20200804,65-69,Totaal,,2625.0
2020-08-04,RIVM_report_20200804,70-74,Totaal,,3131.0
2020-08-04,RIVM_report_20200804,75-79,Totaal,,3495.0
2020-08-04,RIVM_report_20200804,80-84,Totaal,,3978.0
2020-08-04,RIVM_report_20200804,85-89,Totaal,,4050.0
2020-08-04,RIVM_report_20200804,90-94,Totaal,,2463.0
2020-08-04,RIVM_report_20200804,95+,Totaal,,809.0
2020-08-04,RIVM_report_20200804,Niet vermeld,Totaal,,4.0
2020-08-04,RIVM_report_20200804,0-4,Ziekenhuisopname,,51.0
2020-08-04,RIVM_report_20200804,5-9,Ziekenhuisopname,,3.0
2020-08-04,RIVM_report_20200804,10-14,Ziekenhuisopname,,8.0
2020-08-04,RIVM_report_20200804,15-19,Ziekenhuisopname,,32.0
2020-08-04,RIVM_report_20200804,20-24,Ziekenhuisopname,,64.0
2020-08-04,RIVM_report_20200804,25-29,Ziekenhuisopname,,119.0
2020-08-04,RIVM_report_20200804,30-34,Ziekenhuisopname,,165.0
2020-08-04,RIVM_report_20200804,35-39,Ziekenhuisopname,,202.0
2020-08-04,RIVM_report_20200804,40-44,Ziekenhuisopname,,295.0
2020-08-04,RIVM_report_20200804,45-49,Ziekenhuisopname,,601.0
2020-08-04,RIVM_report_20200804,50-54,Ziekenhuisopname,,871.0
2020-08-04,RIVM_report_20200804,55-59,Ziekenhuisopname,,1170.0
2020-08-04,RIVM_report_20200804,60-64,Ziekenhuisopname,,1313.0
2020-08-04,RIVM_report_20200804,65-69,Ziekenhuisopname,,1361.0
2020-08-04,RIVM_report_20200804,70-74,Ziekenhuisopname,,1709.0
2020-08-04,RIVM_report_20200804,75-79,Ziekenhuisopname,,1641.0
2020-08-04,RIVM_report_20200804,80-84,Ziekenhuisopname,,1247.0
2020-08-04,RIVM_report_20200804,85-89,Ziekenhuisopname,,808.0
2020-08-04,RIVM_report_20200804,90-94,Ziekenhuisopname,,254.0
2020-08-04,RIVM_report_20200804,95+,Ziekenhuisopname,,45.0
2020-08-04,RIVM_report_20200804,Niet vermeld,Ziekenhuisopname,,0.0
2020-08-04,RIVM_report_20200804,0-4,Overleden,,0.0
2020-08-04,RIVM_report_20200804,5-9,Overleden,,0.0
2020-08-04,RIVM_report_20200804,10-14,Overleden,,0.0
2020-08-04,RIVM_report_20200804,15-19,Overleden,,1.0
2020-08-04,RIVM_report_20200804,20-24,Overleden,,0.0
2020-08-04,RIVM_report_20200804,25-29,Overleden,,3.0
2020-08-04,RIVM_report_20200804,30-34,Overleden,,4.0
2020-08-04,RIVM_report_20200804,35-39,Overleden,,7.0
2020-08-04,RIVM_report_20200804,40-44,Overleden,,7.0
2020-08-04,RIVM_report_20200804,45-49,Overleden,,24.0
2020-08-04,RIVM_report_20200804,50-54,Overleden,,47.0
2020-08-04,RIVM_report_20200804,55-59,Overleden,,99.0
2020-08-04,RIVM_report_20200804,60-64,Overleden,,163.0
2020-08-04,RIVM_report_20200804,65-69,Overleden,,339.0
2020-08-04,RIVM_report_20200804,70-74,Overleden,,632.0
2020-08-04,RIVM_report_20200804,75-79,Overleden,,1008.0
2020-08-04,RIVM_report_20200804,80-84,Overleden,,1275.0
2020-08-04,RIVM_report_20200804,85-89,Overleden,,1389.0
2020-08-04,RIVM_report_20200804,90-94,Overleden,,841.0
2020-08-04,RIVM_report_20200804,95+,Overleden,,311.0
2020-08-04,RIVM_report_20200804,Niet vermeld,Overleden,,0.0
