Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-18,RIVM_report_20200618,0-4,Totaal,1,131.0
2020-06-18,RIVM_report_20200618,5-9,Totaal,4,84.0
2020-06-18,RIVM_report_20200618,10-14,Totaal,8,179.0
2020-06-18,RIVM_report_20200618,15-19,Totaal,6,658.0
2020-06-18,RIVM_report_20200618,20-24,Totaal,17,2250.0
2020-06-18,RIVM_report_20200618,25-29,Totaal,16,2723.0
2020-06-18,RIVM_report_20200618,30-34,Totaal,13,2502.0
2020-06-18,RIVM_report_20200618,35-39,Totaal,3,2159.0
2020-06-18,RIVM_report_20200618,40-44,Totaal,6,2403.0
2020-06-18,RIVM_report_20200618,45-49,Totaal,4,3397.0
2020-06-18,RIVM_report_20200618,50-54,Totaal,9,4320.0
2020-06-18,RIVM_report_20200618,55-59,Totaal,12,4702.0
2020-06-18,RIVM_report_20200618,60-64,Totaal,5,3825.0
2020-06-18,RIVM_report_20200618,65-69,Totaal,2,2435.0
2020-06-18,RIVM_report_20200618,70-74,Totaal,1,2984.0
2020-06-18,RIVM_report_20200618,75-79,Totaal,1,3412.0
2020-06-18,RIVM_report_20200618,80-84,Totaal,7,3896.0
2020-06-18,RIVM_report_20200618,85-89,Totaal,0,4014.0
2020-06-18,RIVM_report_20200618,90-94,Totaal,0,2441.0
2020-06-18,RIVM_report_20200618,95+,Totaal,0,800.0
2020-06-18,RIVM_report_20200618,Niet vermeld,Totaal,0,4.0
2020-06-18,RIVM_report_20200618,0-4,Ziekenhuisopname,0,48.0
2020-06-18,RIVM_report_20200618,5-9,Ziekenhuisopname,0,2.0
2020-06-18,RIVM_report_20200618,10-14,Ziekenhuisopname,0,9.0
2020-06-18,RIVM_report_20200618,15-19,Ziekenhuisopname,0,30.0
2020-06-18,RIVM_report_20200618,20-24,Ziekenhuisopname,0,62.0
2020-06-18,RIVM_report_20200618,25-29,Ziekenhuisopname,0,113.0
2020-06-18,RIVM_report_20200618,30-34,Ziekenhuisopname,0,157.0
2020-06-18,RIVM_report_20200618,35-39,Ziekenhuisopname,0,196.0
2020-06-18,RIVM_report_20200618,40-44,Ziekenhuisopname,1,284.0
2020-06-18,RIVM_report_20200618,45-49,Ziekenhuisopname,0,590.0
2020-06-18,RIVM_report_20200618,50-54,Ziekenhuisopname,1,860.0
2020-06-18,RIVM_report_20200618,55-59,Ziekenhuisopname,0,1153.0
2020-06-18,RIVM_report_20200618,60-64,Ziekenhuisopname,0,1301.0
2020-06-18,RIVM_report_20200618,65-69,Ziekenhuisopname,0,1352.0
2020-06-18,RIVM_report_20200618,70-74,Ziekenhuisopname,-1,1700.0
2020-06-18,RIVM_report_20200618,75-79,Ziekenhuisopname,0,1636.0
2020-06-18,RIVM_report_20200618,80-84,Ziekenhuisopname,-1,1241.0
2020-06-18,RIVM_report_20200618,85-89,Ziekenhuisopname,0,805.0
2020-06-18,RIVM_report_20200618,90-94,Ziekenhuisopname,-1,252.0
2020-06-18,RIVM_report_20200618,95+,Ziekenhuisopname,0,44.0
2020-06-18,RIVM_report_20200618,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-18,RIVM_report_20200618,0-4,Overleden,0,0.0
2020-06-18,RIVM_report_20200618,5-9,Overleden,0,0.0
2020-06-18,RIVM_report_20200618,10-14,Overleden,0,0.0
2020-06-18,RIVM_report_20200618,15-19,Overleden,0,1.0
2020-06-18,RIVM_report_20200618,20-24,Overleden,0,0.0
2020-06-18,RIVM_report_20200618,25-29,Overleden,0,3.0
2020-06-18,RIVM_report_20200618,30-34,Overleden,0,4.0
2020-06-18,RIVM_report_20200618,35-39,Overleden,0,7.0
2020-06-18,RIVM_report_20200618,40-44,Overleden,1,6.0
2020-06-18,RIVM_report_20200618,45-49,Overleden,0,23.0
2020-06-18,RIVM_report_20200618,50-54,Overleden,0,47.0
2020-06-18,RIVM_report_20200618,55-59,Overleden,0,99.0
2020-06-18,RIVM_report_20200618,60-64,Overleden,0,164.0
2020-06-18,RIVM_report_20200618,65-69,Overleden,0,332.0
2020-06-18,RIVM_report_20200618,70-74,Overleden,0,626.0
2020-06-18,RIVM_report_20200618,75-79,Overleden,0,1002.0
2020-06-18,RIVM_report_20200618,80-84,Overleden,1,1262.0
2020-06-18,RIVM_report_20200618,85-89,Overleden,1,1373.0
2020-06-18,RIVM_report_20200618,90-94,Overleden,1,825.0
2020-06-18,RIVM_report_20200618,95+,Overleden,0,304.0
2020-06-18,RIVM_report_20200618,Niet vermeld,Overleden,0,0.0
