Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-05-11,RIVM_report_20200511,0-4,Totaal,1,78.0
2020-05-11,RIVM_report_20200511,5-9,Totaal,2,19.0
2020-05-11,RIVM_report_20200511,10-14,Totaal,0,53.0
2020-05-11,RIVM_report_20200511,15-19,Totaal,-1,430.0
2020-05-11,RIVM_report_20200511,20-24,Totaal,9,1732.0
2020-05-11,RIVM_report_20200511,25-29,Totaal,11,2130.0
2020-05-11,RIVM_report_20200511,30-34,Totaal,6,1985.0
2020-05-11,RIVM_report_20200511,35-39,Totaal,4,1739.0
2020-05-11,RIVM_report_20200511,40-44,Totaal,5,1989.0
2020-05-11,RIVM_report_20200511,45-49,Totaal,10,2883.0
2020-05-11,RIVM_report_20200511,50-54,Totaal,17,3740.0
2020-05-11,RIVM_report_20200511,55-59,Totaal,10,4143.0
2020-05-11,RIVM_report_20200511,60-64,Totaal,16,3390.0
2020-05-11,RIVM_report_20200511,65-69,Totaal,4,2228.0
2020-05-11,RIVM_report_20200511,70-74,Totaal,12,2784.0
2020-05-11,RIVM_report_20200511,75-79,Totaal,7,3195.0
2020-05-11,RIVM_report_20200511,80-84,Totaal,15,3620.0
2020-05-11,RIVM_report_20200511,85-89,Totaal,17,3686.0
2020-05-11,RIVM_report_20200511,90-94,Totaal,15,2218.0
2020-05-11,RIVM_report_20200511,95+,Totaal,2,741.0
2020-05-11,RIVM_report_20200511,Niet vermeld,Totaal,-1,5.0
2020-05-11,RIVM_report_20200511,0-4,Ziekenhuisopname,0,43.0
2020-05-11,RIVM_report_20200511,5-9,Ziekenhuisopname,0,2.0
2020-05-11,RIVM_report_20200511,10-14,Ziekenhuisopname,0,7.0
2020-05-11,RIVM_report_20200511,15-19,Ziekenhuisopname,0,29.0
2020-05-11,RIVM_report_20200511,20-24,Ziekenhuisopname,1,56.0
2020-05-11,RIVM_report_20200511,25-29,Ziekenhuisopname,1,105.0
2020-05-11,RIVM_report_20200511,30-34,Ziekenhuisopname,0,150.0
2020-05-11,RIVM_report_20200511,35-39,Ziekenhuisopname,1,185.0
2020-05-11,RIVM_report_20200511,40-44,Ziekenhuisopname,0,271.0
2020-05-11,RIVM_report_20200511,45-49,Ziekenhuisopname,2,557.0
2020-05-11,RIVM_report_20200511,50-54,Ziekenhuisopname,2,816.0
2020-05-11,RIVM_report_20200511,55-59,Ziekenhuisopname,4,1094.0
2020-05-11,RIVM_report_20200511,60-64,Ziekenhuisopname,4,1240.0
2020-05-11,RIVM_report_20200511,65-69,Ziekenhuisopname,2,1306.0
2020-05-11,RIVM_report_20200511,70-74,Ziekenhuisopname,6,1651.0
2020-05-11,RIVM_report_20200511,75-79,Ziekenhuisopname,2,1580.0
2020-05-11,RIVM_report_20200511,80-84,Ziekenhuisopname,6,1198.0
2020-05-11,RIVM_report_20200511,85-89,Ziekenhuisopname,3,780.0
2020-05-11,RIVM_report_20200511,90-94,Ziekenhuisopname,2,233.0
2020-05-11,RIVM_report_20200511,95+,Ziekenhuisopname,0,40.0
2020-05-11,RIVM_report_20200511,Niet vermeld,Ziekenhuisopname,0,0.0
2020-05-11,RIVM_report_20200511,0-4,Overleden,0,0.0
2020-05-11,RIVM_report_20200511,5-9,Overleden,0,0.0
2020-05-11,RIVM_report_20200511,10-14,Overleden,0,0.0
2020-05-11,RIVM_report_20200511,15-19,Overleden,0,1.0
2020-05-11,RIVM_report_20200511,20-24,Overleden,0,0.0
2020-05-11,RIVM_report_20200511,25-29,Overleden,0,3.0
2020-05-11,RIVM_report_20200511,30-34,Overleden,0,3.0
2020-05-11,RIVM_report_20200511,35-39,Overleden,0,7.0
2020-05-11,RIVM_report_20200511,40-44,Overleden,0,5.0
2020-05-11,RIVM_report_20200511,45-49,Overleden,0,20.0
2020-05-11,RIVM_report_20200511,50-54,Overleden,0,39.0
2020-05-11,RIVM_report_20200511,55-59,Overleden,0,88.0
2020-05-11,RIVM_report_20200511,60-64,Overleden,0,147.0
2020-05-11,RIVM_report_20200511,65-69,Overleden,1,302.0
2020-05-11,RIVM_report_20200511,70-74,Overleden,0,568.0
2020-05-11,RIVM_report_20200511,75-79,Overleden,0,936.0
2020-05-11,RIVM_report_20200511,80-84,Overleden,5,1152.0
2020-05-11,RIVM_report_20200511,85-89,Overleden,8,1213.0
2020-05-11,RIVM_report_20200511,90-94,Overleden,2,709.0
2020-05-11,RIVM_report_20200511,95+,Overleden,0,263.0
2020-05-11,RIVM_report_20200511,Niet vermeld,Overleden,0,0.0
