Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-07-28,RIVM_report_20200728,0-4,Totaal,,165.0
2020-07-28,RIVM_report_20200728,5-9,Totaal,,137.0
2020-07-28,RIVM_report_20200728,10-14,Totaal,,293.0
2020-07-28,RIVM_report_20200728,15-19,Totaal,,976.0
2020-07-28,RIVM_report_20200728,20-24,Totaal,,2709.0
2020-07-28,RIVM_report_20200728,25-29,Totaal,,3185.0
2020-07-28,RIVM_report_20200728,30-34,Totaal,,2915.0
2020-07-28,RIVM_report_20200728,35-39,Totaal,,2518.0
2020-07-28,RIVM_report_20200728,40-44,Totaal,,2737.0
2020-07-28,RIVM_report_20200728,45-49,Totaal,,3729.0
2020-07-28,RIVM_report_20200728,50-54,Totaal,,4660.0
2020-07-28,RIVM_report_20200728,55-59,Totaal,,4974.0
2020-07-28,RIVM_report_20200728,60-64,Totaal,,4033.0
2020-07-28,RIVM_report_20200728,65-69,Totaal,,2552.0
2020-07-28,RIVM_report_20200728,70-74,Totaal,,3080.0
2020-07-28,RIVM_report_20200728,75-79,Totaal,,3465.0
2020-07-28,RIVM_report_20200728,80-84,Totaal,,3943.0
2020-07-28,RIVM_report_20200728,85-89,Totaal,,4033.0
2020-07-28,RIVM_report_20200728,90-94,Totaal,,2459.0
2020-07-28,RIVM_report_20200728,95+,Totaal,,807.0
2020-07-28,RIVM_report_20200728,Niet vermeld,Totaal,,4.0
2020-07-28,RIVM_report_20200728,0-4,Ziekenhuisopname,,51.0
2020-07-28,RIVM_report_20200728,5-9,Ziekenhuisopname,,3.0
2020-07-28,RIVM_report_20200728,10-14,Ziekenhuisopname,,8.0
2020-07-28,RIVM_report_20200728,15-19,Ziekenhuisopname,,32.0
2020-07-28,RIVM_report_20200728,20-24,Ziekenhuisopname,,64.0
2020-07-28,RIVM_report_20200728,25-29,Ziekenhuisopname,,118.0
2020-07-28,RIVM_report_20200728,30-34,Ziekenhuisopname,,164.0
2020-07-28,RIVM_report_20200728,35-39,Ziekenhuisopname,,199.0
2020-07-28,RIVM_report_20200728,40-44,Ziekenhuisopname,,291.0
2020-07-28,RIVM_report_20200728,45-49,Ziekenhuisopname,,599.0
2020-07-28,RIVM_report_20200728,50-54,Ziekenhuisopname,,868.0
2020-07-28,RIVM_report_20200728,55-59,Ziekenhuisopname,,1167.0
2020-07-28,RIVM_report_20200728,60-64,Ziekenhuisopname,,1308.0
2020-07-28,RIVM_report_20200728,65-69,Ziekenhuisopname,,1355.0
2020-07-28,RIVM_report_20200728,70-74,Ziekenhuisopname,,1705.0
2020-07-28,RIVM_report_20200728,75-79,Ziekenhuisopname,,1637.0
2020-07-28,RIVM_report_20200728,80-84,Ziekenhuisopname,,1245.0
2020-07-28,RIVM_report_20200728,85-89,Ziekenhuisopname,,806.0
2020-07-28,RIVM_report_20200728,90-94,Ziekenhuisopname,,254.0
2020-07-28,RIVM_report_20200728,95+,Ziekenhuisopname,,45.0
2020-07-28,RIVM_report_20200728,Niet vermeld,Ziekenhuisopname,,0.0
2020-07-28,RIVM_report_20200728,0-4,Overleden,,0.0
2020-07-28,RIVM_report_20200728,5-9,Overleden,,0.0
2020-07-28,RIVM_report_20200728,10-14,Overleden,,0.0
2020-07-28,RIVM_report_20200728,15-19,Overleden,,1.0
2020-07-28,RIVM_report_20200728,20-24,Overleden,,0.0
2020-07-28,RIVM_report_20200728,25-29,Overleden,,3.0
2020-07-28,RIVM_report_20200728,30-34,Overleden,,4.0
2020-07-28,RIVM_report_20200728,35-39,Overleden,,7.0
2020-07-28,RIVM_report_20200728,40-44,Overleden,,7.0
2020-07-28,RIVM_report_20200728,45-49,Overleden,,24.0
2020-07-28,RIVM_report_20200728,50-54,Overleden,,47.0
2020-07-28,RIVM_report_20200728,55-59,Overleden,,99.0
2020-07-28,RIVM_report_20200728,60-64,Overleden,,163.0
2020-07-28,RIVM_report_20200728,65-69,Overleden,,340.0
2020-07-28,RIVM_report_20200728,70-74,Overleden,,630.0
2020-07-28,RIVM_report_20200728,75-79,Overleden,,1006.0
2020-07-28,RIVM_report_20200728,80-84,Overleden,,1274.0
2020-07-28,RIVM_report_20200728,85-89,Overleden,,1389.0
2020-07-28,RIVM_report_20200728,90-94,Overleden,,840.0
2020-07-28,RIVM_report_20200728,95+,Overleden,,311.0
2020-07-28,RIVM_report_20200728,Niet vermeld,Overleden,,0.0
