Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-03-27,RIVM_report_20200327,0-4,Totaal,3,28.0
2020-03-27,RIVM_report_20200327,5-9,Totaal,0,7.0
2020-03-27,RIVM_report_20200327,10-14,Totaal,0,31.0
2020-03-27,RIVM_report_20200327,15-19,Totaal,3,50.0
2020-03-27,RIVM_report_20200327,20-24,Totaal,26,160.0
2020-03-27,RIVM_report_20200327,25-29,Totaal,34,390.0
2020-03-27,RIVM_report_20200327,30-34,Totaal,33,397.0
2020-03-27,RIVM_report_20200327,35-39,Totaal,39,359.0
2020-03-27,RIVM_report_20200327,40-44,Totaal,38,359.0
2020-03-27,RIVM_report_20200327,45-49,Totaal,60,578.0
2020-03-27,RIVM_report_20200327,50-54,Totaal,95,695.0
2020-03-27,RIVM_report_20200327,55-59,Totaal,87,770.0
2020-03-27,RIVM_report_20200327,60-64,Totaal,107,672.0
2020-03-27,RIVM_report_20200327,65-69,Totaal,81,648.0
2020-03-27,RIVM_report_20200327,70-74,Totaal,133,824.0
2020-03-27,RIVM_report_20200327,75-79,Totaal,146,859.0
2020-03-27,RIVM_report_20200327,80-84,Totaal,109,789.0
2020-03-27,RIVM_report_20200327,85-89,Totaal,106,609.0
2020-03-27,RIVM_report_20200327,90-94,Totaal,57,271.0
2020-03-27,RIVM_report_20200327,95+,Totaal,12,76.0
2020-03-27,RIVM_report_20200327,Niet vermeld,Totaal,3,31.0
2020-03-27,RIVM_report_20200327,0-4,Ziekenhuisopname,1,13.0
2020-03-27,RIVM_report_20200327,5-9,Ziekenhuisopname,0,1.0
2020-03-27,RIVM_report_20200327,10-14,Ziekenhuisopname,0,4.0
2020-03-27,RIVM_report_20200327,15-19,Ziekenhuisopname,2,7.0
2020-03-27,RIVM_report_20200327,20-24,Ziekenhuisopname,2,7.0
2020-03-27,RIVM_report_20200327,25-29,Ziekenhuisopname,2,25.0
2020-03-27,RIVM_report_20200327,30-34,Ziekenhuisopname,1,31.0
2020-03-27,RIVM_report_20200327,35-39,Ziekenhuisopname,8,29.0
2020-03-27,RIVM_report_20200327,40-44,Ziekenhuisopname,11,45.0
2020-03-27,RIVM_report_20200327,45-49,Ziekenhuisopname,16,119.0
2020-03-27,RIVM_report_20200327,50-54,Ziekenhuisopname,21,159.0
2020-03-27,RIVM_report_20200327,55-59,Ziekenhuisopname,22,181.0
2020-03-27,RIVM_report_20200327,60-64,Ziekenhuisopname,44,227.0
2020-03-27,RIVM_report_20200327,65-69,Ziekenhuisopname,36,302.0
2020-03-27,RIVM_report_20200327,70-74,Ziekenhuisopname,61,376.0
2020-03-27,RIVM_report_20200327,75-79,Ziekenhuisopname,58,389.0
2020-03-27,RIVM_report_20200327,80-84,Ziekenhuisopname,40,308.0
2020-03-27,RIVM_report_20200327,85-89,Ziekenhuisopname,19,208.0
2020-03-27,RIVM_report_20200327,90-94,Ziekenhuisopname,4,55.0
2020-03-27,RIVM_report_20200327,95+,Ziekenhuisopname,1,9.0
2020-03-27,RIVM_report_20200327,Niet vermeld,Ziekenhuisopname,0,5.0
2020-03-27,RIVM_report_20200327,0-4,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,5-9,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,10-14,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,15-19,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,20-24,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,25-29,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,30-34,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,35-39,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,40-44,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,45-49,Overleden,0,0.0
2020-03-27,RIVM_report_20200327,50-54,Overleden,1,3.0
2020-03-27,RIVM_report_20200327,55-59,Overleden,0,2.0
2020-03-27,RIVM_report_20200327,60-64,Overleden,4,12.0
2020-03-27,RIVM_report_20200327,65-69,Overleden,8,37.0
2020-03-27,RIVM_report_20200327,70-74,Overleden,11,52.0
2020-03-27,RIVM_report_20200327,75-79,Overleden,23,105.0
2020-03-27,RIVM_report_20200327,80-84,Overleden,22,148.0
2020-03-27,RIVM_report_20200327,85-89,Overleden,30,137.0
2020-03-27,RIVM_report_20200327,90-94,Overleden,12,38.0
2020-03-27,RIVM_report_20200327,95+,Overleden,1,11.0
2020-03-27,RIVM_report_20200327,Niet vermeld,Overleden,0,1.0
